Page,Intro,Paragraph Count,Word Counts
มหาวิทยาลัยทักษิณ,"มหาวิทยาลัยทักษิณ (อังกฤษ: Thaksin University; อักษรย่อ: มทษ. – TSU) เป็นสถาบันอุดมศึกษาในกำกับของรัฐ มีพื้นที่ตั้ง 2 วิทยาเขตในจังหวัดสงขลา และจังหวัดพัทลุง ถือกำเนิดมาจากวิทยาลัยวิชาการศึกษาที่ก่อตั้งเมือปี พ.ศ. 2511 และพัฒนาเรื่อยมาจนเป็นมหาวิทยาลัยศรีนครินทรวิโรฒ วิทยาเขตสงขลาเมื่อปี 2517 และแยกตัวเป็นเอกเทศเมื่อปี พ.ศ. 2539 มาเป็น ""มหาวิทยาลัยทักษิณ"" โดยพระราชบัญญัติมหาวิทยาลัยทักษิณได้ผ่านกระบวนการตามกฎหมายครบทุกขั้นตอน และได้ประกาศในราชกิจจานุเบกษา เมื่อวันพฤหัสบดีที่ 31 ตุลาคม พ.ศ. 2539 มีผลบังคับใช้ในวันศุกร์ที่ 1 พฤศจิกายน พ.ศ. 2539 ซึ่งถือเป็นวันสถาปนามหาวิทยาลัยทักษิณ โดยชื่อ มหาวิทยาลัยทักษิณ สื่อถึง ""มหาวิทยาลัยแห่งภาคใต้"" (ทักษิณ แปลว่า ทิศใต้)
มหาวิทยาลัยทักษิณ จัดอยู่ในกลุ่มสถาบันอุดมศึกษาที่เน้นการผลิตบัณฑิต พร้อมพัฒนาศิลปะและวัฒนธรรม ได้รับการประเมินจากสำนักงานรับรองมาตรฐานและประเมินคุณภาพการศึกษาในระดับดี โดยเฉพาะในด้านการบริการแก่สังคม ด้านการทำนุบำรุงศิลปะและวัฒนธรรม และด้านการประกันคุณภาพภายในที่ได้รับการประเมินในระดับดีมาก ปัจจุบัน มหาวิทยาลัยทักษิณประกอบด้วย 2 วิทยาเขต ได้แก่ วิทยาเขตสงขลา และวิทยาเขตพัทลุง รวมทั้งมีสำนักงานอยู่ในกรุงเทพมหานคร 1 แห่ง จัดการเรียนการสอนในระดับปริญญาตรี ปริญญาโท และปริญญาเอก ครอบคลุมสาขาวิชาการทางวิทยาศาสตร์ วิทยาศาสตร์สุขภาพ สังคมศาสตร์ และมนุษยศาสตร์ใน 11 คณะ 3 วิทยาลัย 1 บัณฑิตวิทยาลัย",2,"[126, 101]"
มหาวิทยาลัยพะเยา,มหาวิทยาลัยพะเยา (อังกฤษ: University of Phayao; ชื่อย่อ: มพ. – UP) เป็นมหาวิทยาลัยในกำกับของรัฐบาล ตั้งอยู่ในจังหวัดพะเยา เดิมชื่อ มหาวิทยาลัยนเรศวร วิทยาเขตพะเยา  ต่อมา มีการตราพระราชบัญญัติมหาวิทยาลัยพะเยา พ.ศ. 2553 เมื่อวันที่ 12 กรกฎาคม พ.ศ. 2553 และประกาศในราชกิจจานุเบกษาเมื่อวันที่ 16 กรกฎาคม พ.ศ. 2553 จึงถือได้ว่ามหาวิทยาลัยพะเยาได้แยกออกจากมหาวิทยาลัยนเรศวร และเป็นมหาวิทยาลัยเอกเทศอย่างเต็มรูปแบบ นับเป็นมหาวิทยาลัยของรัฐแห่งที่ 79 ของไทย ถัดจากมหาวิทยาลัยนครพนม โดยในปัจจุบัน มหาวิทยาลัยพะเยาทำการสอนมาแล้วกว่า 28 ปี นับตั้งแต่เป็นวิทยาเขตของมหาวิทยาลัยนเรศวร,1,[100]
มหาวิทยาลัยนวมินทราธิราช,"มหาวิทยาลัยนวมินทราธิราช (อังกฤษ: Navamindradhiraj University; อักษรย่อ: นมร. – NMU) เดิมชื่อ มหาวิทยาลัยกรุงเทพมหานคร (ม.กทม.) เป็นมหาวิทยาลัยในกำกับของกรุงเทพมหานคร ตั้งอยู่ในเขตดุสิต กรุงเทพมหานคร ก่อตั้งขึ้นวันที่ 13 พฤศจิกายน พ.ศ. 2553 โดยมีคณะวิชาเริ่มแรก คือ คณะแพทยศาสตร์วชิรพยาบาล และคณะพยาบาลศาสตร์เกื้อการุณย์ปัจจุบัน มหาวิทยาลัยนวมินทราธิราชประกอบด้วย 3 คณะวิชา 2 วิทยาลัย จำนวนรวมหลักสูตรทั้งสิ้น 15 หลักสูตร ประกอบด้วย ระดับปริญญาตรี 12 หลักสูตร ระดับบัณฑิตศึกษา 3 หลักสูตร และหลักสูตรฝึกอบรมอื่น ๆ เช่น วุฒิบัตรแสดงความรู้ความชำนาญในการประกอบวิชาชีพเวชกรรม หลักสูตรมหานคร หลักสูตรผู้นำเมือง เป็นต้น
นอกจากนี้ มหาวิทยาลัยนวมินทราธิราช ยังเน้นการบริการวิชาการแก่สังคมที่สอดคล้องกับความต้องการของเมือง การวิจัยเพื่อพัฒนาศาสตร์เขตเมือง และการทำนุบำรุงศิลปวัฒนธรรมและอนุรักษ์ภูมิปัญญาของกรุงเทพมหานคร ภายใต้การบริหารจัดการตามหลักธรรมมาภิบาล มุ่งสู่การเป็นมหาวิทยาลัยแห่งเมือง (City University) อันดับ 1 ในภูมิภาคอาเซียน ภายใต้ปรัชญา ""ผู้นำด้านศาสตร์เขตเมือง""",2,"[109, 67]"
สถาบันดนตรีกัลยาณิวัฒนา,สถาบันดนตรีกัลยาณิวัฒนา (อังกฤษ: Princess Galyani Vadhana Institute of Music; อักษรย่อ: สกว. – PGVIM) เป็น สถาบันอุดมศึกษาในกำกับของรัฐ ก่อตั้งขึ้นเมื่อวันที่ 26 พฤษภาคม พ.ศ. 2555 เพื่อให้มีสถาบันการดนตรีที่ให้ความสำคัญต่อดนตรีคลาสสิกอย่างจริงจัง โดยยกฐานะสถาบันดนตรีกัลยาณิวัฒนา ในกำกับของ มหาวิทยาลัยศิลปากร ขึ้นเป็นสถาบันอุดมศึกษา,1,[59]
มหาวิทยาลัยสวนดุสิต,"มหาวิทยาลัยสวนดุสิต (อังกฤษ: Suan Dusit University; อักษรย่อ: มสด. – SDU) พัฒนาจากโรงเรียนการเรือนแห่งแรกของประเทศไทย สู่การเป็นมหาวิทยาลัยสวนดุสิต มหาวิทยาลัยในกลุ่มมหาวิทยาลัยในกำกับของรัฐ เป็นสถาบันที่มีชื่อเสียงทางด้าน การศึกษาปฐมวัย คหกรรมศาสตร์ ธุรกิจบริการ ธุรกิจการโรงแรม ธุรกิจการบิน และ "" โรงเรียนกฎหมายและการเมือง """,1,[63]
มหาวิทยาลัยธรรมศาสตร์,"มหาวิทยาลัยธรรมศาสตร์ (อังกฤษ: Thammasat University; อักษรย่อ: มธ. – TU) เป็นมหาวิทยาลัยแห่งที่สองของประเทศไทย ก่อตั้งในชื่อ ""มหาวิทยาลัยวิชาธรรมศาสตร์และการเมือง"" (อังกฤษ: The University of Moral and Political Sciences; อักษรย่อ: ม.ธ.ก. – UMPS) เมื่อวันที่ 27 มิถุนายน พ.ศ. 2477 โดยมีจุดประสงค์เพื่อเป็นตลาดวิชา เพื่อการศึกษาด้านกฎหมายและการเมือง สำหรับประชาชนทั่วไป ต่อมาใน พ.ศ. 2495 รัฐบาลเปลี่ยนเป็นชื่อปัจจุบัน นับเป็นมหาวิทยาลัยที่มีอายุเป็นอันดับ 2 ของประเทศไทย และมีประวัติศาสตร์ผูกพันกับพัฒนาการทางการเมือง และความเป็นไปของชาติ ตลอดจนเรื่องของรัฐธรรมนูญและประชาธิปไตย โดยเฉพาะอย่างยิ่งในเหตุการณ์ 14 ตุลา 2516 และ 6 ตุลา 2519 มหาวิทยาลัยธรรมศาสตร์มีผู้ประสาสน์การและอธิการบดีมาแล้ว 23 คน  อธิการบดีคนปัจจุบันคือ รองศาสตราจารย์ เกศินี วิฑูรชาติ และนายกสภามหาวิทยาลัย คือ ศาสตราจารย์ ดร.สุรพล นิติไกรพจน์
วันที่ 17 กรกฎาคม พ.ศ. 2558 ราชกิจจานุเบกษาได้ลงประกาศ ""พระราชบัญญัติมหาวิทยาลัยธรรมศาสตร์ พ.ศ. 2558"" ซึ่งได้มีผลให้มหาวิทยาลัยธรรมศาสตร์มีสภาพเป็นมหาวิทยาลัยในกำกับของรัฐในอีก 30 วันต่อมามหาวิทยาลัยเป็นสมาชิกของเครือข่าย LAOTSE ซึ่งเป็นความร่วมมือระหว่างมหาวิทยาลัยในเอเชียและยุโรป ตามกรอบความร่วมมืออาเซม รวมทั้งเป็นสมาชิกของเครือข่ายสถาบันการศึกษาและวิจัยในอนุภูมิภาคลุ่มแม่น้ำโขง (GMSARN) อีกด้วย
ปัจจุบันมหาวิทยาลัยธรรมศาสตร์จัดการศึกษาครอบคลุมทางด้านสังคมศาสตร์และมนุษยศาสตร์ วิทยาศาสตร์และเทคโนโลยี และวิทยาศาสตร์สุขภาพ ประกอบไปด้วย 19 คณะ 4 วิทยาลัย 1 สถาบัน 1 สำนักวิชา จำนวนหลักสูตรทุกระดับจำนวนทั้งสิ้น 297 หลักสูตร เป็นระดับปริญญาตรี 139 หลักสูตร ประกาศนียบัตรบัณฑิต 6 หลักสูตร ปริญญาตรีควบปริญญาโท 4 หลักสูตร ปริญญาโท 118 หลักสูตร และปริญญาเอก 34 หลักสูตร จัดการศึกษาทั้งภาคกลางวันและภาคค่ำ (ข้อมูล พ.ศ. 2557–2558)  นอกจากนี้ได้รับเลือกให้เป็น 1 ใน 9 มหาวิทยาลัยวิจัยแห่งชาติ จาก กระทรวงศึกษาธิการ ในปี พ.ศ. 2552 อีกด้วย",3,"[150, 68, 90]"
วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์,วิทยาลัยวิทยาศาสตร์การแพทย์เจ้าฟ้าจุฬาภรณ์ เป็นสถาบันอุดมศึกษาในกำกับของรัฐ ส่วนงานหนึ่งของราชวิทยาลัยจุฬาภรณ์ มีหน้าที่จัดการศึกษาทางด้าน แพทยศาสตร์ พยาบาลศาสตร์ สาธารณสุขศาสตร์ วิทยาศาสตร์การแพทย์ วิทยาศาสตร์สุขภาพ ทำการวิจัย และสนับสนุนให้ทำการวิจัยเพื่อสร้างองค์ความรู้ในเรื่องดังกล่าว และให้บริการในการบำบัดรักษาผู้ป่วย,1,[52]
มหาวิทยาลัยสงขลานครินทร์,"มหาวิทยาลัยสงขลานครินทร์ (อังกฤษ: Prince of Songkla University; อักษรย่อ: ม.อ. – PSU) เป็นสถาบันอุดมศึกษาและมหาวิทยาลัยแห่งแรกในภาคใต้ เป็นสถาบันอุดมศึกษาแห่งที่ 13 และมหาวิทยาลัยแห่งที่ 8 ของประเทศไทย ก่อตั้งในปี พ.ศ. 2510 โดยใช้ชื่อว่า มหาวิทยาลัยภาคใต้ ต่อมา พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตรได้พระราชทานนาม ""สงขลานครินทร์"" เมื่อวันที่ 22 กันยายน พ.ศ. 2510 จึงถือว่าวันที่ 22 กันยายนของทุกปี เป็นวันสงขลานครินทร์ ต่อมา วันที่ 12 มีนาคม พ.ศ. 2511 ได้มีพระบรมราชโองการประกาศใช้ พระราชบัญญัติมหาวิทยาลัยสงขลานครินทร์ พ.ศ. 2511 จึงถือว่า วันที่ 13 มีนาคมของทุกปีเป็นวันสถาปนามหาวิทยาลัย ปัจจุบันได้รับเลือกให้เป็น 1 ใน 9 มหาวิทยาลัยวิจัยแห่งชาติ จาก กระทรวงศึกษาธิการ ในปี พ.ศ. 2561
ในระยะแรกของการก่อตั้ง ได้รับนักศึกษาเข้าศึกษาครั้งแรกในคณะวิศวกรรมศาสตร์ โดยใช้อาคารเรียนของคณะวิทยาศาสตร์ มหาวิทยาลัยแพทยศาสตร์ (ปัจจุบันคือมหาวิทยาลัยมหิดล) เป็นสถานที่ศึกษา และปีต่อมา พ.ศ. 2511 ก็เริ่มย้ายนักศึกษาคณะศึกษาศาสตร์มาเรียนที่จังหวัดปัตตานี ในปี พ.ศ. 2514 ย้ายนักศึกษาของคณะวิศวกรรมศาสตร์มาเรียนที่ วิทยาเขตหาดใหญ่ ซึ่งปัจจุบันเป็นวิทยาเขตที่ใหญ่ที่สุด พ.ศ. 2520 เปิดวิทยาเขตภูเก็ต พ.ศ. 2533 เปิดวิทยาเขตสุราษฎร์ธานี และ พ.ศ. 2534 เปิดวิทยาเขตตรัง
ปัจจุบันมหาวิทยาลัยสงขลานครินทร์ เปิดการสอนทั้งในระดับปริญญาตรี ปริญญาโท และปริญญาเอก ใน 31 คณะ 7 วิทยาลัยใน 5 วิทยาเขต ครอบคลุมทั้งสาขาวิทยาศาสตร์และเทคโนโลยี วิทยาศาสตร์การแพทย์ การเกษตร มนุษยศาสตร์ และสังคมศาสตร์ มีบัณฑิตวิทยาลัยดูแลการเรียนการสอนในระดับปริญญาโทและเอก มหาวิทยาลัยสงขลานครินทร์มีนักศึกษาอยู่ในคณะและวิทยาลัยต่างๆ รวมแล้วประมาณ 200 คน ทำการเรียนการสอนทั้งหลักสูตรภาษาไทยและหลักสูตรนานาชาติและภาษากะเทย ภาคปกติและภาคพิเศษ",3,"[131, 78, 73]"
โรงเรียนสามัคคีวิทยาคม,"โรงเรียนสามัคคีวิทยาคม (ย่อ: ส.ว.ค.) ชื่อเดิม โรงเรียนประจำจังหวัดเชียงรายสามัคคีวิทยาคม เป็นหน่วยงานราชการส่วนภูมิภาคของประเทศไทย ประเภทสถานศึกษาของรัฐที่จัดการศึกษาขั้นพื้นฐาน และเป็นโรงเรียนประจำจังหวัดเชียงราย มีสถานะเป็นนิติบุคคลมหาชนตามกฎหมายว่าด้วยระเบียบบริหารราชการกระทรวงศึกษาธิการ สังกัด สำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 36 สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน กระทรวงศึกษาธิการ 
โรงเรียนสามัคคีวิทยาคมก่อตั้งขึ้นโดยพระยาศรีสุริยราชวรานุวัตร (ศุข ดิษยบุตร) ผู้ว่าราชการจังหวัดเชียงราย เมื่อ พ.ศ. 2451 ตรงกับปีที่ 41 ในรัชกาลพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว และมีอายุครบหนึ่งศตวรรษใน พ.ศ. 2551 จัดเป็นสถานศึกษาของรัฐซึ่งตั้งขึ้นเป็นอันดับที่ 15 ของประเทศไทย อันดับที่ 4 ของภาคเหนือ และอันดับที่ 1 ของจังหวัดเชียงราย ปัจจุบัน จัดการศึกษาระดับมัธยมศึกษา รูปแบบสหศึกษา และเป็นโรงเรียนมัธยมศึกษาขนาดใหญ่พิเศษ",2,"[57, 78]"
โรงเรียนยุพราชวิทยาลัย,"โรงเรียนยุพราชวิทยาลัย (อักษรย่อ: ย.ว.;อังกฤษ: Yupparaj Wittayalai School) เป็นโรงเรียนรัฐบาลแห่งแรกของภาคเหนือ และโรงเรียนสหศึกษาของรัฐบาลประจำจังหวัดเชียงใหม่ เปิดสอนตั้งแต่ระดับชั้นมัธยมศึกษาปีที่ 1 ถึง 6 สังกัดสำนักงานเขตพื้นที่การศึกษามัธยมศึกษาเชียงใหม่ สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน กระทรวงศึกษาธิการ เป็นสถานศึกษาในพระอุปถัมภ์ของสมเด็จพระเจ้าภคินีเธอ เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี โรงเรียนก่อตั้งขึ้นในปี  พ.ศ. 2432 โดยมีชื่อแรกตั้งว่า ""โรงเรียนเมืองนครเชียงใหม่"" และเมื่อวันที่ 24 ธันวาคม พ.ศ. 2448 พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว ขณะดำรงพระอิสริยศยศเป็น สมเด็จพระยุพราชในรัชกาลที่ 5 ได้พระราชทานนามโรงเรียนใหม่ว่า ""โรงเรียนยุพราชวิทยาลัย"" ซึ่งมีความหมายว่า ""โรงเรียนของสมเด็จพระยุพราช (สมเด็จพระบรมโอรสาธิราช เจ้าฟ้ามหาวชิราวุธ สยามมกุฎราชกุมาร)""",1,[131]
โรงเรียนพะเยาพิทยาคม,"โรงเรียนพะเยาพิทยาคม เป็นโรงเรียนรัฐบาลประจำจังหวัดพะเยาเดิมมีชื่อว่า โรงเรียนพะเยา พะเยาพิทยาคม"" ปักหน้าอกเป็น ช.ร.๓ เพราะเป็นโรงเรียนมัธยมแห่งที่ ๓ ของจังหวัดเชียงรายในสมัยนั้น ในช่วงปี พ.ศ. 2513 - พ.ศ. 2514 ได้รวมกับโรงเรียนสตรีพะเยา และเปลี่ยนเป็น โรงเรียนพะเยาพิทยาคม  ปัจจุบันจัดการศึกษาระดับมัธยมศึกษารูปแบบสหศึกษา เป็นสถานมัธยมศึกษาขนาดใหญ่พิเศษ และเป็นส่วนราชการในบังคับของสำนักงานเขตพื้นที่การศึกษาพะเยา เขต 1 สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน กระทรวงศึกษาธิการ มีสถานะเป็นนิติบุคคลตามกฎหมายว่าด้วยระเบียบบริหารราชการกระทรวงศึกษาธิการ",1,[89]
โรงเรียนพิริยาลัยจังหวัดแพร่,โรงเรียนพิริยาลัยจังหวัดแพร่ (คำเมือง: ᩁᩰᩫ᩠ᨦᩁ᩠ᨿᩁᨻᩥᩁᩥ᩠ᨿᩣᩃᩲ᩠ᨿᨧᩢ᩠ᨦᩉ᩠ᩅᩢᨯᨻᩯ᩵ᩖ) แต่เดิมชื่อว่าโรงเรียนเทพวงศ์ ตั้งอยู่ระหว่างวัดพระบาทและวัดมิ่งเมือง (ในสมัยนั้น) ก่อตั้งเมื่อ พ.ศ. 2444 ต่อมาย้ายไปตั้งหน้าจวนผู้ว่าราชการจังหวัด (ปัจจุบันคือโรงเรียนนารีรัตน์จังหวัดแพร่) และผู้ว่าราชการในสมัยนั้นคือพระยานิกรกิตติการ (กั๊ก ศรีเพ็ญ) เห็นว่าพื้นที่เดิมคับแคบจึงจัดซื้อที่ทุ่งนาติดถนนเพชรรัตน์ (ปัจจุบันถนนยันตรกิจโกศล) เพื่อก่อสร้างโรงเรียน,1,[87]
โรงเรียนบุญวาทย์วิทยาลัย,โรงเรียนบุญวาทย์วิทยาลัย (อักษรย่อ: บ.ว.;ภาษาอังกฤษ: Bunyawat Witthayalai School) ในพระอุปถัมภ์ สมเด็จพระเจ้าภคินีเธอ เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดีเป็นโรงเรียนมัธยมศึกษาประจำจังหวัดลำปาง และ เป็นโรงเรียนมัธยมศึกษาขนาดใหญ่พิเศษแบบสหศึกษา เปิดสอนตั้งแต่ระดับชั้นมัธยมศึกษาปีที่ 1 ถึง 6 สังกัดสำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 35 (ลำปาง-ลำพูน) สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน กระทรวงศึกษาธิการ ตั้งอยู่ที่ เลขที่ 230 ถนนพหลโยธิน ตำบลหัวเวียง อำเภอเมืองลำปาง จังหวัดลำปาง ปัจจุบันโรงเรียนบุญวาทย์วิทยาลัย มีพื้นที่ 44 ไร่ 3 งาน 54 ตารางวา,1,[97]
โรงเรียนจักรคำคณาทร จังหวัดลำพูน,โรงเรียนจักรคำคณาทร จังหวัดลำพูน เป็นโรงเรียนมัธยมศึกษาประจำจังหวัดลำพูน คู่กับโรงเรียนส่วนบุญโญปถัมภ์ ลำพูน ในสังกัดสำนักงานเขตพื้นที่การศึกษามัธยมศึกษา เขต 35 เป็นโรงเรียนมัธยมของรัฐขนาดใหญ่ ตั้งอยู่เลขที่ 426 ถนนเจริญราษฎร์ ตำบลในเมือง อำเภอเมืองลำพูน จังหวัดลำพูน (ในเขตเทศบาลเมืองลำพูน) บนเนื้อที่ 37 ไร่ 3 งาน 17.80 ตารางวา ปัจจุบันห้องเรียนของมัธยมศึกษาตอนต้นมีทั้งหมด 45 ห้องเรียน และห้องเรียนของมัธยมศึกษาตอนปลายมี 42 ห้องเรียน รวม 87 ห้องเรียน,1,[76]
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร,โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร เป็นโรงเรียนสหศึกษาระดับมัธยมศึกษา สังกัดสำนักงานคณะกรรมการการอุดมศึกษา อยู่ในการกำกับดูแลของมหาวิทยาลัยนเรศวร ก่อตั้งขึ้นเมื่อปี พ.ศ. 2548 โดยมติของสภามหาวิทยาลัยนเรศวร เพื่อให้เป็นสถานที่ฝึกสอนของนิสิตคณะศึกษาศาสตร์ของมหาวิทยาลัย และจัดการเรียนการสอนตามแนวศิลปศาสตร์ (Liberal Arts Education) มี ผศ.ดร.คงศักดิ์ พร้อมเทพ เป็นผู้อำนวยการท่านแรกโรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร ตั้งอยู่ที่ ถนนสนามบิน หมู่ที่1 ซึ่งเดิมเป็นที่ตั้งของ มหาวิทยาลัยนเรศวร (ส่วนสนามบิน) มีพื้นที่ 60 ไร่,1,[84]
มหาวิทยาลัยราชภัฏเชียงราย,"มหาวิทยาลัยราชภัฏเชียงราย  (อังกฤษ: Chiang Rai Rajabhat University) เป็นมหาวิทยาลัยของรัฐ ตั้งอยู่ที่ตำบลบ้านดู่ อำเภอเมืองเชียงราย จังหวัดเชียงราย เริ่มก่อตั้งขึ้นเมื่อปี พุทธศักราช 2512 ในนามชื่อ ""โรงเรียนฝึกหัดครูประกาศนียบัตรวิชาการศึกษาเชียงราย"" จนกระทั่งถึงปี พุทธศักราช 2516 เปลี่ยนมาเป็น ""วิทยาลัยครูเชียงราย""",1,[55]
มหาวิทยาลัยราชภัฏนครศรีธรรมราช,"มหาวิทยาลัยราชภัฏนครศรีธรรมราช (อังกฤษ: Nakhon Si Thammarat Rajabhat University; อักษรย่อ: มรภ.นศ.) หรือเรียกว่า ราชภัฏนครฯ เป็นมหาวิทยาลัยในกลุ่มมหาวิทยาลัยราชภัฏ ก่อตั้งในชื่อ ""โรงเรียนฝึกหัดครูนครศรีธรรมราช"" เมื่อวันที่ 9 มกราคม พ.ศ. 2500 ตั้งอยู่ที่ตำบลท่างิ้ว อำเภอเมืองนครศรีธรรมราช จังหวัดนครศรีธรรมราช
ปัจจุบันมหาวิทยาลัยราชภัฏนครศรีธรรมราชจัดการศึกษาครอบคลุมทางด้านสังคมศาสตร์และมนุษยศาสตร์ วิทยาศาสตร์และเทคโนโลยี ประกอบไปด้วย 5 คณะ 1 วิทยาลัย 1 สถาบัน จำนวนหลักสูตรทุกระดับจำนวนทั้งสิ้น 53 หลักสูตร เป็นระดับปริญญาตรี 43 หลักสูตร ประกาศนียบัตรบัณฑิต 1 หลักสูตร ปริญญาโท 8 หลักสูตร และปริญญาเอก 2 หลักสูตร  นอกจากนี้มหาวิทยาลัยราชภัฏนครศรีธรรมราช เป็นอันดับที่ 69 ของประเทศไทย อันดับที่ 7050 ของโลก จาก Webometrics ในปี พ.ศ. 2561 อีกด้วย",2,"[54, 71]"
มหาวิทยาลัยราชภัฏพระนคร,มหาวิทยาลัยราชภัฏพระนคร (อังกฤษ: Phranakhon Rajabhat University; อักษรย่อ: มรภ.พน. – PNRU) เป็นมหาวิทยาลัยของรัฐในประเทศไทย จัดอยู่ในกลุ่มมหาวิทยาลัยราชภัฏ ตั้งอยู่ในเขตบางเขน กรุงเทพมหานคร เริ่มทำการสอนเมื่อปี พ.ศ. 2435 เป็นสถานศึกษาด้านการฝึกหัดครูแห่งแรกของประเทศไทย,1,[54]
มหาวิทยาลัยราชภัฏพิบูลสงคราม,มหาวิทยาลัยราชภัฏพิบูลสงคราม (อังกฤษ: Pibulsongkram Rajabhat University; อักษรย่อ: มรพส. / PSRU) เป็นมหาวิทยาลัยของรัฐในกลุ่มมหาวิทยาลัยราชภัฏ ตั้งอยู่ในจังหวัดพิษณุโลก เริ่มก่อนตั้งขึ้นในปี พ.ศ. 2464 ในนามโรงเรียนพิษณุโลกวิทยายน มีประวัติการเปลี่ยนแปลงหลายต่อหลายครั้ง และเป็นสถาบันการศึกษาที่มีชื่อเสียงในการผลิตบุคคลากรทางการศึกษาของประเทศ,1,[59]
มหาวิทยาลัยราชภัฏภูเก็ต,มหาวิทยาลัยราชภัฏภูเก็ต (อังกฤษ: Phuket Rajabhat University) ตั้งอยู่ ณ ต.รัษฎา อ.เมือง จังหวัดภูเก็ต บนที่ดินเนื้อที่ประมาณ 354 ไร่ 78 ตารางวา ซึ่งเดิมเป็นที่ดินขององค์การบริหารส่วนจังหวัดภูเก็ต 78 ไร่ ที่ดินที่ได้รับบริจาคจากขุนเลิศโภคารักษ์และทายาท 273 ไร่ และได้รับบริจาคจากนายโสภณ เอกวานิช 3 ไร่ 78 ตารางวา โดยจัดการศึกษาแบ่งเป็นภาคปกติ คือ ระดับปริญญาตรี (จันทร์ -ศุกร์) และระดับปริญาตรี (เสาร์ -อาทิตย์) และภาคพิเศษ ได้แก่  ระดับประกาศนียบัตรบัณฑิต ระดับประกาศนียบัตรบัณฑิตชั้นสูง ระดับปริญญาโท และระดับปริญญาเอก,1,[102]
มหาวิทยาลัยราชภัฏมหาสารคาม,"มหาวิทยาลัยราชภัฏมหาสารคาม  (อังกฤษ: Rajabhat Maha Sarakham  University, อักษรย่อ: มรม. – RMU) เป็นสถาบันอุดมศึกษาของรัฐในจังหวัดมหาสารคาม พัฒนามาจากวิทยาลัยครูมหาสารคามที่ได้รับการสถาปนาในปีพ.ศ. 2505 และสถาบันราชภัฏมหาสารคามในปีพ.ศ. 2535 ตัวมหาวิทยาลัยตั้งอยู่ในตัวเมืองมหาสารคาม ใกล้กับมหาวิทยาลัยมหาสารคาม พื้นที่ในเมืองและมหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตมหาสารคาม",1,[65]
มหาวิทยาลัยราชภัฏร้อยเอ็ด,"มหาวิทยาลัยราชภัฏร้อยเอ็ด (อังกฤษ: Roi Et Rajabhat University) เปิดสอนในระดับปริญญาตรี ปริญญาโท และปริญญาเอก ได้รับการประกาศจัดตั้งโดยนายสุขวิช รังสิตพลรัฐมนตรีว่าการกระทรวงศึกษาธิการในขณะนั้น เพื่อตอบสนองความต้องการและกระจายโอกาสทางการศึกษาของประชากรในระดับภูมิภาค โดยจัดตั้งพร้อมกับสถาบันราชภัฏอีก 4 แห่ง อันได้แก่ สถาบันราชภัฏชัยภูมิ, สถาบันราชภัฏศรีสะเกษ, สถาบันราชภัฏนครพนม (ปัจจุบัน ได้รวมเข้ากับ มหาวิทยาลัยนครพนม แล้ว) และ สถาบันราชภัฏกาฬสินธุ์ (ปัจจุบันได้ควบรวมเป็นมหาวิทยาลัยกาฬสินธุ์แล้ว)

ผู้สำเร็จการศึกษาจากมหาวิทยาลัยราชภัฏร้อยเอ็ด จะได้เข้ารับพระราชทานปริญญาบัตร โดยพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร ทรงพระกรุณาโปรดเกล้าฯ พระราชทานให้พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว เสด็จพระราชดำเนินแทนพระองค์เป็นประจำทุกปี ณ หอประชุมมหาวชิราลงกรณ มหาวิทยาลัยราชภัฏสกลนคร",2,"[91, 51]"
