Intro,Subject,Verb,Objects
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,แบ่ง,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,เป็น,"['2', 'แผน']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,คือ,"['แผน', 'ก', 'และ', 'แผน', 'ข', 'และ', 'หลักสูตร', 'ระดับ', 'ปริญญา', 'เอก']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,แบ่ง,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,เป็น,['2']
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,คือ,"['แบบ', '1']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,เป็น,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,ศึกษา,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,เน้น,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,วิจัย,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,ก่อ,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,เกิด,
Intro 10 - มหาวิทยาลัยเชียงใหม่,หลักสูตร นานา ชาติ   หลักสูตร,รู้,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ แบบ   2  ,เป็น,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ แบบ   2  ,ศึกษา,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ แบบ   2  ,เน้น,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ แบบ   2  ,วิจัย,
Intro 10 - มหาวิทยาลัยเชียงใหม่,โดย,มี,
Intro 10 - มหาวิทยาลัยเชียงใหม่,โดย,ทำ,['วิทยานิพนธ์']
Intro 10 - มหาวิทยาลัยเชียงใหม่,โดย,มี,['คุณภาพ']
Intro 10 - มหาวิทยาลัยเชียงใหม่,โดย,สูง,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,ก่อ,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,เกิด,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,ก้าวหน้า,"['ทาง', 'วิชาการ', 'และ', 'วิชาชีพ', 'มหาวิทยาลัยเชียงใหม่']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,รับ,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,คัดเลือก,
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,เป็น,"['1', 'ใน', '9', 'มหาวิทยาลัยวิจัยแห่งชาติ', 'จาก', 'กระทรวงศึกษาธิการ']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,เป็น,"['1', 'ใน', '7', 'สมาชิก']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,เครือข่ายพันธมิตร,"['มหาวิทยาลัย', 'เพื่อ']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,วิจัย,"['Research University', 'Network', 'RUN']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,เป็น,"['สมาชิก', 'เครือข่าย', 'มหาวิทยาลัยอาเซียน', 'ASEAN University', 'Network', 'AUN', 'และ']"
Intro 10 - มหาวิทยาลัยเชียงใหม่,และ,เป็น,"['สมาชิก', 'Association', 'of', 'Southeast', 'Asian', 'Institutions', 'of', 'Higher', 'Learning', 'ASAIHL']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,ย่อ,"['สพบ.', 'อังกฤษ', 'National', 'Institute', 'of', 'Development', 'Administration', 'หรือ', 'นิด้า', 'NIDA']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,เป็น,['สถาบัน']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,ศึกษา,['ชั้น']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,สูง,"['ของ', 'รัฐ']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,มี,['สถานภาพ']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,เป็น,"['หน่วย', 'งาน', 'ระดับ', 'กรม']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ของ', 'รัฐ', 'แห่ง', 'ใน', 'ประเทศไทย']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,ทำ,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,สอน,"['เฉพาะ', 'ระดับ', 'บัณฑิตศึกษา']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,สูง,"['ปริญญา', 'ตรี']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,เน้น,"['หนัก', 'ใน', 'สาขา', 'วิชา', 'ทาง', 'ด้าน']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,บริหาร,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,พัฒนา,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,นอก จาก นี้ ยัง,มี,"['หน้าที่', 'ใน', 'ด้าน']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,นอก จาก นี้ ยัง,วิจัย,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,นอก จาก นี้ ยัง,ฝึกอบรม,['และ']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,นอก จาก นี้ ยัง,ให้,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,นอก จาก นี้ ยัง,บริการ,"['ทาง', 'วิชาการ', 'ด้าน', 'แก่', 'หน่วย', 'งาน', 'ราชการ', 'รัฐวิสาหกิจ ', 'ธุรกิจ', 'เอกชน', 'และ', 'ประชาชน']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,นอก จาก นี้ ยัง,ทั่วไป,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ,ถือ,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ,เป็น,['สถาบัน']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ,ศึกษา,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ,เปิด,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ,สอน,"['หลักสูตร', 'MBA']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ,เป็น,"['แห่ง', 'แรก', 'ใน', 'ประเทศไทย']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,รับ,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,จัด,"['ใน', 'อันดับ', 'ต้น', 'ของ', 'ทวีปเอเชีย', 'จาก', 'สื่อ', 'ชั้น']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,นำ,['ระดับ']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,นานา,['ชาติ']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,ประกอบ,['กับ']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,เป็น,['สถาบัน']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,มี,"['อัตรา', 'ส่วน', 'อาจารย์', 'ระดับ', 'ปริญญา']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,เอก,"['ต่อ', 'จำนวน']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,ศึกษา,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,สูง,"['ใน', 'ประเทศไทย']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,มี,"['ตำแหน่ง', 'ทาง', 'วิชาการ']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,สูง,"['ใน', 'ประเทศไทย']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,รวม,['ถึง']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,รับ,['คะแนน']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,ประเมิน,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,ดำเนิน,"['งาน', 'จาก', 'หลากหลาย', 'องค์กร', 'ใน', 'ระดับ']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,สูง,"['ใน', 'ประเทศไทย', 'บุคคล']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,เกี่ยวข้อง,"['กับ', 'สถาบัน']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,รวม,"['ถึงคณาจารย์', 'และ', 'ศิษย์']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,เก่า,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,มี,['หลากหลาย']
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,รวม,"['ถึง', 'บุคคล']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,สำคัญ,"['ใน', 'ด้าน']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,และ สัดส่วน อาจารย์ ที่,เมืองการปกครอง,"['และ', 'ภาค', 'ธุรกิจ']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ไม่ว่า จะ,เป็น,"['นายก', 'รัฐมนตรี', 'รอง', 'นายก', 'รัฐมนตรี', 'รัฐมนตรี']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ไม่ว่า จะ,ประจำ,"['กระทรวง', 'สมาชิก', 'สภานิติบัญญัติแห่งชาติ', 'สมาชิก', 'สภา']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ไม่ว่า จะ,ปฏิรูป,"['แห่ง', 'ชาติ', 'สมาชิก', 'สภา', 'ร่าง', 'รัฐธรรมนูญ', 'และ', 'ข้า', 'ราชการ', 'ระดับ']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ไม่ว่า จะ,สูง,
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ไม่ว่า จะ,รวม,"['ถึง', 'เจ้าของ', 'ธุรกิจ', 'ขนาด']"
Intro 11 - สถาบันบัณฑิตพัฒนบริหารศาสตร์,ไม่ว่า จะ,ใหญ่,"['ของ', 'ประเทศไทย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,ย่อ,"['มศว –', 'SWU', 'ถือกำเนิด', 'จาก', 'โรง']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,เรียน,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,ฝึกหัด,"['ครู', 'ชั้น']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,สูง,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,ก่อตั้ง,"['พ.ศ.', '2492', 'และ']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,ต่อ,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,พัฒนา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,เป็น,['ลำดับ']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,เป็น,['วิทยาลัยวิชาการ']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,ศึกษา,"['พ.ศ.', '2497', 'และ']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,รับ,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,ยก,['ฐานะ']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,เป็น,"['มหาวิทยาลัยศรีนครินทรวิโรฒ', 'พ.ศ.', '2517']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,นับ,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ของ', 'รัฐ', 'แห่ง', '11', 'ของ', 'ประเทศไทย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,โดย มหาวิทยาลัย ได้,ทำ,"['การเรียนการสอน', '74', 'ปี']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,โดย มหาวิทยาลัย ได้,มี,"['รอง', 'ศาสตราจารย์']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,เป็น,"['อธิการบดี', 'มหาวิทยาลัย', 'คน', 'ปัจจุบัน', '\nมหาวิทยาลัยศรีนครินทรวิโรฒ']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,เป็น,"['หนึ่ง', 'มหาวิทยาลัย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,ใช้,"['คำ', 'ว่า', 'นิสิต']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,เรียก,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,เข้า,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,ศึกษา,"['คำ', 'ว่า', 'นิสิต']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,มี,['ความหมาย']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,อยู่,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,อาศัย,"['คำ', 'ว่า', 'นิสิต']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,เริ่ม,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดร.สมชาย สันติวัฒนกุล  ,ใช้,"['แรก', 'ใน', 'จุฬาลงกรณ์มหาวิทยาลัย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ใน ช่วง ที่,เป็น,['โรง']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ใน ช่วง ที่,เรียน,"['ข้า', 'ราชการ', 'พลเรือน', 'ของ', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,และ ได้,รับ,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,และ ได้,สถาปนา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,และ ได้,เป็น,['จุฬาลงกรณ์มหาวิทยาลัย']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,ตั้ง,"['ของ', 'มหาวิทยาลัย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,ถือ,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,อยู่,"['นอก', 'เมือง']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,คมนาคม,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,มา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,ศึกษา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,เป็น,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ที่,ยากลำบาก,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,มา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,เรียน,['ส่วน']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,ใหญ่,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,จำเป็น,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,พัก,"['ภาย', 'ใน', 'หอ', 'พัก', 'ของ', 'มหาวิทยาลัย', 'และ']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,เรียก,['บุคคล']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,อาศัย,"['ใน', 'ห้อง']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,ดัง นั้น   ผู้ ที่,ปฏิบัติการ,"['นิสิต', 'ด้วย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,"ซึ่ง ใน ภาย หลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัยมหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",เปิด,"['นอก', 'เมือง', 'และ']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,"ซึ่ง ใน ภาย หลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัยมหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",ศึกษา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,"ซึ่ง ใน ภาย หลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัยมหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",จำเป็น,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,"ซึ่ง ใน ภาย หลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัยมหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",อยู่,"['หอ', 'พัก']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,จึง ได้,ใช้,"['คำ', 'ว่า', 'นิสิต', 'ใน', 'ปัจจุบัน']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,จึง ได้,มา,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,จึง ได้,เรียน,['ไม่']
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,จึง ได้,พัก,"['ใน', 'หอ', 'พัก']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,จึง ได้,เหมือน,"['ใน', 'สมัย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,แต่ ก็ ยัง,นิยม,
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,แต่ ก็ ยัง,เรียก,"['นิสิต', 'มหาวิทยาลัย']"
Intro 12 - มหาวิทยาลัยศรีนครินทรวิโรฒ,แต่ ก็ ยัง,กล่าว,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,ย่อ,"['มสธ.', '–', 'STOU']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'ของ', 'รัฐ', 'แบบ', 'ไม่']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,จำกัด,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,รับ,['จำนวน']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,ใช้,['ระบบ']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,ศึกษา,"['ทาง', 'ไกล']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,ก่อตั้ง,"['วัน', '5', 'กันยายน', 'พ.ศ.', '2521', 'ตาม', 'พระราชบัญญัติ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'พุทธศักราช', '2521มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,จัด,"['การเรียนการสอน', 'ใน', 'ระดับ', 'ปริญญา', 'ตรี', 'แบบ', 'มหาวิทยาลัย']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,เปิด,['โดย']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,รับ,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,ศึกษา,['ไม่']
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,จำกัด,"['จำนวน', 'ปัจจุบัน', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,เปิด,
Intro 13 - มหาวิทยาลัยสุโขทัยธรรมาธิราช,มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open  University ;   อักษร,ศึกษา,"['ถึง', 'ระดับ', 'ดุษฎีบัณฑิต', 'ใน', 'สาขา', 'วิชา']"
