Page,Intro,Paragraph Count,Word Counts
ท่าอากาศยานตราด,"ท่าอากาศยานตราด เปิดทำการบินเมื่อวันที่ 18 เมษายน พ.ศ. 2546 สนามบินตราดเป็นสนามบินแห่งที่ 3 ของบริษัท การบินกรุงเทพ จำกัด (มหาชน) ตั้งอยู่ ณ พื้นที่ตำบลท่าโสม อำเภอเขาสมิง และตำบลบางปิด อำเภอแหลมงอบ จังหวัดตราด พื้นที่ส่วนใหญ่เป็นสวนยาง ห่างจากอ่าวธรรมชาติประมาณ 10 กิโลเมตร ซึ่งมีท่าเรือข้ามไปยังเกาะช้างได้ มีพื้นที่สามารถสร้างทางวิ่งได้กว้าง 45 เมตร ยาว 1,800 เมตร เพื่อใช้กับท่าอากาศยานของบริษัทฯ ที่มีอยู่ ทั้งนี้พื้นที่ที่ต้องการในการจัดตั้งสนามบินนี้ สำหรับทางวิ่งยาว 2,000 เมตร พร้อมเขตความปลอดภัยในการเดินอากาศ จำเป็นต้องใช้พื้นที่เป็นเนื้อที่รวมประมาณ 1,200 ไร่ และยังเป็นสนามบินที่สวยที่สุดในประเทศไทยแห่งหนึ่ง โดยสร้างอาคารผู้โดยสารแบบ ศาลา 2 หลัง และสวนหย่อม  และศาลา 1 หลังเป็นร้านอาหาร และห้องน้ำ",1,[145]
ท่าอากาศยานนานาชาติสมุย,ท่าอากาศยานนานาชาติสมุย หรือ สนามบินสมุย (อังกฤษ: Samui International Airport) ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือ ของเกาะสมุย อยู่ห่างจากที่ว่าการอำเภอเกาะสมุย ประมาณ 23 กิโลเมตร ในพื้นที่ตำบลบ่อผุด อำเภอเกาะสมุย จังหวัดสุราษฎร์ธานี  เป็นท่าอากาศยานนานาชาติ ดำเนินการโดย บริษัท การบินกรุงเทพ จำกัด (มหาชน)  อีกทั้งยังเป็นท่าอากาศยานสำหรับนักท่องเที่ยว ที่มา เกาะพะงัน อีกด้วย โดยมีเที่ยวบินเข้าออกไปยังเมืองต่างๆมากมาย,1,[72]
สนามบินบางพระ,สนามบินบางพระ  (อังกฤษ: Bang Phra Airport) ตั้งอยู่ที่ ต.บางพระ อ.ศรีราชา จ.ชลบุรี ประมาณ 3 กิโลเมตร ทางทิศตะวันออกของตัวตำบลบางพระ ตัวสนามบินตั้งอยู่ในเขตของ มหาวิทยาลัยเทคโนโลยีราชมงคลตะวันออก วิทยาเขตบางพระ ใช้เวลาขับรถประมาณ 1:30 ชั่วโมง จากกรุงเทพ หรือ 30 นาที จากเมืองพัทยา,1,[55]
สนามบินกำแพงแสน,สนามบินกำแพงแสน หรือ ท่าอากาศยานกำแพงแสน (อังกฤษ: Kamphaeng Saen Airport) ตั้งอยู่ที่ ตำบลกระตีบ อำเภอกำแพงแสน จังหวัดนครปฐม ภายในพื้นที่ของ โรงเรียนการบิน กองบัญชาการยุทธทางอากาศ อยู่ห่างจากกรุงเทพมหานครประมาณ 100 กิโลเมตร เป็นสนามบินที่ใช้เพื่อฝึกการบิน สำหรับนักเรียนโรงเรียนการบิน กองทัพอากาศ ซึ่งภายในบริเวณพื้นที่โดยรอบ ได้พัฒนาเป็นแหล่งท่องเที่ยว และ มีกิจกรรมหลากหลาย ได้แก่ การชมการฝึกบิน การทดลองบินในเครื่องช่วยฝึกการบิน หรือ Simulator มีสนามกอล์ฟขนาดมาตรฐาน 18 หลุม สวนน้ำธรรมชาติสามารถนั่งพักผ่อน มีสนามบินเล็ก สำหรับเครื่องบินบังคับวิทยุ มีบริการที่พักและอาหารอีกด้วย,1,[106]
สนามบินชะเอียน,ท่าอากาศยานชะเอียน หรือ สนามบินชะเอียน (อังกฤษ: Cha Eian Airport) ตั้งอยู่ที่ ค่ายวชิราวุธ ตำบลปากพูน อำเภอเมืองนครศรีธรรมราช จังหวัดนครศรีธรรมราช อดีตบริษัทเดินอากาศไทย จำกัด เคยใช้เป็นสนามบินขนส่งผู้โดยสารระหว่าง นครศรีธรรมราช - สุราษฎร์ธานี - กรุงเทพมหานคร ปัจจุบัน สนามบินชะเอียน ใช้ในการทหารและใช้ในการรับเสด็จเครื่องบินพระที่นั่งของพระบรมวงศานุวงศ์,1,[58]
ท่าอากาศยานตาคลี,"ท่าอากาศยานตาคลี (อังกฤษ: Takhli Royal Thai Air Force Base) ตั้งอยู่ที่ อ.ตาคลี จังหวัดนครสวรรค์ อยู่ห่างจากอำเภอเมืองนครสวรรค์ 70 กิโลเมตร และอยู่ห่างจากกรุงเทพมหานครตามถนนพหลโยธิน 180 กิโลเมตร เป็นฐานที่ตั้งของกองบินที่ 4 กองพลบินที่ 3 กองทัพอากาศไทย สนามบินแห่งนี้สร้างขึ้นในช่วงสงครามโลกครั้งที่ 2 ในปี พ.ศ. 2486 โดยกองทัพญี่ปุ่น และอยู่ในความดูแลของกองทัพอากาศไทยตั้งแต่หลังสงคราม ได้ย้ายกองบินน้อยที่ 4 จากจังหวัดลพบุรีมาอยู่ที่นี่ และเปลี่ยนชื่อเป็น กองบินที่ 4ในช่วงสงครามเวียดนาม กองทัพอากาศสหรัฐอเมริกา ได้ใช้สนามบินแห่งนี้เป็นฐานบินร่วมกับสนามบินอื่นๆ เช่นที่ สนามบินอุดรธานี, สนามบินอุบลราชธานี, สนามบินนครราชสีมา, สนามบินอู่ตะเภา",1,[131]
ท่าอากาศยานเพชรบูรณ์,"ท่าอากาศยานเพชรบูรณ์ หรือ สนามบินเพชรบูรณ์ (อังกฤษ: Phetchabun Airport) ตั้งอยู่ที่ อำเภอหล่มสัก จังหวัดเพชรบูรณ์ ตั้งอยู่ที่ตำบลลานบ่า อำเภอหล่มสัก จังหวัดเพชรบูรณ์ อยู่ห่างจากตัวอำเภอหล่มสักประมาณ 16 กิโลเมตร และห่างจาก ตัวจังหวัดเพชรบูรณ์ประมาณ 31 กิโลเมตร มีเนื้อที่ทั้งหมดประมาณ 4,100 ไร่ เป็นสนามบินที่มีพื้นที่ใหญ่เป็นลำดับที่สองในประเทศไทย (รองจากสนามบินสุวรรณภูมิ) ทำพิธีเปิดเมื่อ 8 เมษายน พ.ศ. 2543 เป็นท่าอากาศยานในสังกัดกรมท่าอากาศยาน กระทรวงคมนาคม",1,[79]
ท่าอากาศยานปาย,"ท่าอากาศยานเมืองปาย หรือ สนามบินเมืองปาย (IATA: PYY, ICAO: VTCI) ตั้งอยู่ที่ อำเภอปาย จังหวัดแม่ฮ่องสอน ตั้งอยู่ห่างตัวอำเภอประมาณ 1 กิโลเมตร เป็นท่าอากาศยานในสังกัดกรมท่าอากาศยาน กระทรวงคมนาคม พัฒนาขึ้นจากความคิดริเริ่มของจังหวัดแม่ฮ่องสอน เพื่อส่งเสริมศักยภาพธุรกิจการท่องเที่ยวของปาย รันเวย์เก่าที่ถูกสร้างขึ้นมาตั้งแต่สมัยสงครามโลกครั้งที่สองถูกเก็บรักษาไว้ใช้งานเป็นลานบินชั่วคราวสำหรับลำเลียงเสบียงอาหารทหารส่วนกลาง โดยเมื่อเร็วๆ นี้ ทางจังหวัดแม่ฮ่องสอนได้เข้ามาควบคุมดูแล และผลักดันให้ท่าอากาศยานแห่งนี้ได้รับการรับรองทางการค้า และท่าอากาศยานได้รับการตกแต่งให้สอดคล้องกับสภาพแวดล้อมทางธรรมชาติของปาย โดยพื้นที่ท่าอากาศยานครอบคลุมพื้นที่ 72.3 ไร่ พร้อมทางวิ่งกว้าง 23 เมตร ยาว 900 เมตร และอาคารสถานที่ขนาดเล็กเพื่อรองรับผู้โดยสาร",1,[128]
สนามบินเลิงนกทา,"สนามบินเลิงนกทา (อังกฤษ: Loeng Nok Tha Airport) ตั้งอยู่ที่ทางหลวงแผ่นดินหมายเลข 212 (ถนนชยางกูร) พื้นที่ตำบลโคกสำราญ อำเภอเลิงนกทา จังหวัดยโสธร มีพื้นที่กว่า 5,700 ไร่ ทั้งนี้ โดยกองทัพบกได้สงวนไว้ใช้ในราชการ 640 ไร่เศษ มีความยาวรันเวย์ตามสถานที่เดิม 1,500 เมตร หากจะขยายความกว้างของรันเวย์เป็น 300 เมตร จะล้ำเข้าไปในเขตเช่าที่ของประชาชน 19 ราย พื้นที่ประมาณ 187 ไร่ และหากมีการขยายทางยาวของรันเวย์ขึ้นไปทางทิศเหนืออีก 1,000 เมตร เป็นระยะทางยาว 2,500 เมตร จะล้ำเข้าไปในเขตเช่าที่ของราชพัสดุอีก 14 ราย พื้นที่ประมาณ 120 ไร่เศษ เมื่อสนามบินมีทางยาวของรันเวย์ 2,500 เมตร ความกว้าง 300 เมตร จะล้ำเข้าไปในพื้นที่เช่าของราชพัสดุจำนวน 33 ราย พื้นที่ประมาณ 307 ไร่ หากรัฐบาลต้องการจะใช้พื้นที่พัฒนาเป็นสนามบินพาณิชย์สามารถดำเนินการได้ทันที",1,[164]
สนามบินโพธาราม,"สนามบินโพธาราม หรือ ท่าอากาศยานโพธาราม (อังกฤษ: Photharam Airport) ตั้งอยู่ที่ ตำบลธรรมเสน อำเภอโพธาราม จังหวัดราชบุรี ใช้เป็นสนามบินสำหรับการฝึกบินของเอกชน และมีครื่องบินขนาดเล็กขึ้นลงประจำ มีความยาวของทางวิ่งอยู่ที่ 4,921 ฟุต หรือ 1,500 เมตร และมีความกว้างของทางวิ่งอยู่ที่ 98 ฟุต หรือ 30 เมตร โดยมีอาคารหอควบคุม 1 หลัง และโรงจอดอากาศยาน 1 หลัง",1,[77]
ท่าอากาศยานสุรินทร์ภักดี,"ท่าอากาศยานสุรินทร์ภักดี หรือ สนามบินสุรินทร์ภักดี (IATA: PXR, ICAO: VTUJ) ตั้งอยู่ที่ หมู่ 7 ถนนคชสาร ตำบลนอกเมือง อำเภอเมืองสุรินทร์ จังหวัดสุรินทร์ ห่างจากศาลากลางจังหวัดประมาณ 2 กิโลเมตร เดิมเป็นสนามบินของกองทัพบก ต่อมาได้มอบหมายให้องค์การบริหารส่วนจังหวัดสุรินทร์ เป็นผู้ดำเนินการ แต่เนื่องจากกฎหมายว่าด้วยการกระจายอำนาจไม่ได้อนุญาตให้องค์กรปกครองส่วนท้องถิ่น ดำเนินการเกี่ยวกับกิจการการบิน",1,[64]
สนามบินอุตรดิตถ์,"สนามบินอุตรดิตถ์ หรือ สนามบินวังยาง (IATA: UTR, ICAO: VTPU) เป็นสนามบินยุติการใช้งาน ตั้งอยู่บ้านวังยาง ตำบลผาจุก อำเภอเมือง จังหวัดอุตรดิตถ์ ห่างจากตัวจังหวัดอุตรดิตถ์ ในทางหลวงหมายเลข 1045 ประมาณ 23 กิโลเมตร สนามบินมีพื้นที่ทั้งหมด 1,085 ไร่ พื้นที่สนามบินเป็นกรรมสิทธิ์ขององค์การบริหารส่วนตำบลผาจุก สนามบินใกล้กับที่ทำการเทศบาลตำบลผาจุก และโรงเรียนเตรียมอุดมศึกษาน้อมเกล้า อุตรดิตถ์",1,[69]
ท่าอากาศยานนานาชาติบึงกาฬ,ท่าอากาศยานบึงกาฬ เป็นโครงการก่อสร้างสนามบินแห่งแรกและจะเป็นท่าอากาศยานที่ทันสมัยที่สุดอีกแห่งหนึ่งในประเทศไทยและในจังหวัดบึงกาฬ ซึ่งได้รับการสนับสนุนให้มีการก่อสร้างจากทางรัฐบาล โดยพลอากาศเอก ดร.ประจิน จั่นตอง รัฐมนตรีว่าการกระทรวงคมนาคมในขณะนั้น ได้เสนอแผนการจัดสร้างท่าอากาศยานแห่งแรกในจังหวัดบึงกาฬ เมื่อวันที่ 22 เมษายน พ.ศ. 2559  ในโอกาสที่พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ได้ลงพื้นที่ภาคตะวันออกเฉียงเหนือ ในจังหวัดอุดรธานี เพื่อประชุมการดำเนินงานในภาคตะวันออกเฉียงเหนือ,1,[86]
ท่าอากาศยานพระตะบอง,"ท่าอากาศยานพระตะบอง (เขมร: ព្រលានយន្តហោះខេត្តបាត់តំបង) (IATA: BBM, ICAO: VDBG) เป็นท่าอากาศยานในเมืองพระตะบอง จังหวัดพระตะบอง ประเทศกัมพูชา อยู่ห่างจากเมืองไปประมาณ 3 กิโลเมตร สนามบินมีเนื้อที่ 128.68 เฮกตาร์ ความสูง 60 ฟุตจากระดับน้ำทะเล มีทางวิ่ง 1 ทาง ประเภท 07/25 ผิวยางมะตอย กว้าง 1600 เมตร ยาว 40 เมตร สนามบินนี้เปิดให้บริการในปี ค.ศ. 1968",1,[66]
ท่าอากาศยานนานาชาติพนมเปญ,"ท่าอากาศยานนานาชาติพนมเปญ (IATA: PNH, ICAO: VDPP) (เขมร: អាកាសយានដ្ឋានអន្តរជាតិភ្នំពេញ; อากาสยานฐานอนฺตรชาติภนุมฺเพญ, อังกฤษ: Phnom Penh International Airport) เป็นท่าอากาศยานหลักของกัมพูชา ตั้งอยู่ห่างจากใจกลางกรุงพนมเปญไปทางตะวันตก 7 กิโลเมตร มีชื่อเดิมว่า ""ท่าอากาศยานนานาชาติโปเชนตง"" (เขมร: អាកាសយានដ្ឋានអន្តរជាតិពោធិ៏ចិនតុង; อากาสยานฐานอนฺตรชาติโพธิ์จินตุง, อังกฤษ: Pochentong International Airport)
เมื่อวันที่ 6 กรกฎาคม พ.ศ. 2538 รัฐบาลกัมพูชาได้อนุมัติสัญญาสัมปทานกับกลุ่มบริษัท Société Concessionaire d’Aéroport (SCA) ซึ่งเป็นกิจการร่วมทุนระหว่างฝรั่งเศสและมาเลเซีย (Groupe GTM ถือหุ้นร้อยละ 70 และ Muhibbah Masterron of Malaysia ถือหุ้นร้อยละ 30) ให้ดำเนินการงานท่าอากาศยานนานาชาติโปเชนตงได้เป็นเวลา 20 ปี โดยที่กลุ่ม SCA ได้ดำเนินแผนการปรับปรุงท่าอากาศยานมูลค่า 110 ล้านเหรียญ ทั้งการก่อสร้างทางวิ่งใหม่ อาคารผู้โดยสาร อาคารคลังสินค้า โรงเก็บเครื่องบิน การติดตั้งระบบการบินลงสนามระดับ CAT III และไฟนำร่อง",2,"[83, 100]"
ท่าอากาศยานนานาชาติเสียมราฐ,"ท่าอากาศยานนานาชาติเสียมราฐ-อังกอร์ (เขมร: អាកាសយានដ្ឋានអន្តរជាតិសៀមរាបអង្គរ; อากาสยานฐานอนฺตรชาติเสียมราบองฺคร; อังกฤษ: Siem Reap International Airport, ฝรั่งเศส: Aéroport International De Siem Reap) คือสนามบินที่ตั้งอยู่ในจังหวัดเสียมราฐ มีขนาดใหญ่เป็นอันดับสองของประเทศกัมพูชา",1,[54]
ท่าอากาศยานนานาชาติจังหวัดพระสีหนุ,"ท่าอากาศยานนานาชาติจังหวัดพระสีหนุ (IATA: KOS, ICAO: VDSV)(เขมร: អាកាសយានដ្ឋានអន្តរជាតិខេត្តព្រះសីហនុ; ฝรั่งเศส: Aéroport International de Sihanouk) เป็นท่าอากาศยานนานาชาติที่ใหญ่เป็นอันดับที่สามของประเทศกัมพูชา อยู่ในจังหวัดพระสีหนุ ห่างจากเมืองพระสีหนุไปทางทิศตะวันออก 20 กิโลเมตร นอกจากนี้ยังเป็นที่รู้จักกันในชื่อ ท่าอากาศยานกองเกง (កងកេង) รหัส IATA ของสนามบิน ใช้อักษรย่อ KOS ซึ่งมาจากคำว่า กำปงโสม",1,[77]
ท่าอากาศยานนานาชาติเกิ่นเทอ,"ท่าอากาศยานนานาชาติเกิ่นเทอ (IATA: VCA, ICAO: VVCT) (เวียดนาม: Sân bay Quốc tế Cần Thơ) ชื่อเดิม ท่าอากาศยานจ่าน้อก เป็นท่าอากาศยานในเมืองเกิ่นเทอ ประเทศเวียดนาม เปิดให้บริการเมื่อวันที่ 1 มกราคม ค.ศ. 2011 งบประมาณการก่อสร้าง 150 ล้านดอลลาร์สหรัฐ บนเนื้อที่ 20,750 ตารางเมตร (223,400 ตารางฟุต) มีเป้าหมายสำคัญคือ เพื่อรองรับผู้โดยสารได้ถึง 5 ล้านคนต่อปี และเพื่อกระตุ้นเศรษฐกิจของภูมิภาคดินดอนสามเหลี่ยมปากแม่น้ำโขง",1,[90]
ท่าอากาศยานนานาชาติเลียนเคือง,ท่าอากาศยานนานาชาติเลียนเคือง  (เวียดนาม: Cảng hàng không Liên Khương) เป็นท่าอากาศยานที่ใหญ่ที่สุดในบรรดาท่าอากาศยานทั้งหมดสี่แห่งของจังหวัดเลิมด่ง ทางตอนใต้ของประเทศเวียดนาม ตั้งอยู่ในเขตอำเภอดึ๊กจ่ง ห่างจากเมืองด่าหลัตไปทางทิศใต้ประมาณ 30 กิโลเมตร การปรับปรุงท่าอากาศยานเพื่อให้สามารถรองรับอากาศยานที่ใหญ่ขึ้นแล้วเสร็จเมื่อเดือนธันวาคม พ.ศ. 2552 มีเส้นทางบินภายในประเทศไปยังฮานอยและนครโฮจิมินห์ และจะมีเส้นทางไปยังเมืองดานัง กัมพูชา ลาว สิงคโปร์ และเกาหลีใต้ในอนาคตอันใกล้,1,[100]
ท่าอากาศยานนานาชาติก๊าตบี,"ท่าอากาศยานนานาชาติก๊าตบี (IATA: HPH, ICAO: VVCI) (เวียดนาม: Cảng hàng không quốc tế Cát Bi a.k.a. เวียดนาม: Sân bay Quốc tế Cát Bi) เป็นท่าอากาศยานในเมืองไฮฟอง ประเทศเวียดนาม โดยอาคารผู้โดยสารและทางวิ่งแห่งใหม่ ได้เปิดใช้งานเมื่อวันที่ 12 พฤษภาคม ค.ศ. 2016 โดยจะสามารถรองรับเครื่องบิน Boeing 767, Airbus A350 XWB และเครื่องบินขนาดใกล้เคียงกัน",1,[98]
ท่าอากาศยานนานาชาติโหน่ยบ่าย,"ท่าอากาศยานนานาชาติโหน่ยบ่าย (IATA: HAN, ICAO: VVNB) (เวียดนาม: Sân bay Quốc tế Nội Bài) เป็นท่าอากาศยานที่ใหญ่ที่สุดในเวียดนามตอนเหนือ ให้บริการสำหรับบริเวณเมืองหลวงฮานอย ตั้งอยู่ห่างจากใจกลางเมือง 45 กิโลเมตร การเดินทางจากเมืองโดยรถแท็กซี่ใช้เวลา 30-45 นาที",1,[64]
ท่าอากาศยานนานาชาติเตินเซินเญิ้ต,"ท่าอากาศยานนานาชาติเตินเซินเญิ้ต (เวียดนาม: Sân bay quốc tế Tân Sơn Nhất, Cảng hàng không quốc tế Tân Sơn Nhất) เป็นท่าอากาศยานนานาชาติที่ใหญ่ที่สุดในเวียดนาม ตั้งอยู่ในนครโฮจิมินห์",1,[61]
ท่าอากาศยานนานาชาติกามซัญ,"ท่าอากาศยานนานาชาติกามซัญ (เวียดนาม: Sân bay quốc tế Cam Ranh) (IATA: CRX, ICAO: VVCR) ตั้งอยู่ใกล้กับอ่าวกามซัญในเมืองกามซัญ จังหวัดคั้ญฮหว่า ประเทศเวียดนาม เป็นท่าอากาศยานรองรับเมืองญาจางซึ่งตั้งอยู่ห่างออกไปทางทิศเหนือประมาณ 30 กิโลเมตร",1,[59]
ท่าอากาศยานด่งเฮ้ย,"ท่าอากาศยานด่งเฮ้ย (เวียดนาม: Sân bay Đồng Hới, Cảng hàng không Đồng Hới) เป็นท่าอากาศยานในเมืองด่งเฮ้ย เมืองหลักของจังหวัดกว๋างบิ่ญ ประเทศเวียดนาม ใกล้แขวงคำม่วนของประเทศลาว ทางวิ่งมีขนาด 2400 x 45 เมตร สนามบินแห่งนี้สามารถจุผู้โดยสารได้ 500,000 คนต่อปี
นักล่าอาณานิคมชาวฝรั่งเศสได้สร้างลานบินขึ้นที่นี่โดยยังไม่ได้ลาดยางในช่วงคริสต์ทศวรรษ 1930 เพื่อรองรับการทำสงครามอินโดจีนครั้งที่ 1 ต่อมาเวียดนามเหนือได้พัฒนาสนามบินแห่งนี้เป็นฐานทัพเพื่อใช้ขนส่งทหารและยุทโธปกรณ์ไปโจมตีเวียดนามใต้ การปรับปรุงสนามบิน (โครงสร้างปัจจุบัน) เริ่มต้นเมื่อวันที่ 30 สิงหาคม พ.ศ. 2547 โดยมีกำหนดเปิดใช้ในปี พ.ศ. 2549 แต่มาแล้วเสร็จและเปิดใช้อย่างเป็นทางการเมื่อวันที่ 18 พฤษภาคม พ.ศ. 2551 เที่ยวบินพาณิชย์เที่ยวแรกของสนามบินแห่งนี้มาจากท่าอากาศยานนานาชาติโหน่ยบ่ายในกรุงฮานอยณ ปี พ.ศ. 2551 ท่าอากาศยานด่งเฮ้ยเป็นหนึ่งในสนามบินพาณิชย์สามแห่งในภูมิภาคชายฝั่งตอนกลางเหนือของประเทศ อีกสองแห่งได้แก่ ท่าอากาศยานนานาชาติฟู้บ่ายในเมืองฮเว้ (ห่างจากด่งเฮ้ยไปทางทิศใต้ 144 กิโลเมตร) และท่าอากาศยานวิญในจังหวัดเหงะอาน (ห่างจากด่งเฮ้ยไปทางทิศเหนือ 155 กิโลเมตร)",2,"[70, 162]"
ท่าอากาศยานนานาชาติล็องถั่ญ,ท่าอากาศยานนานาชาติล็องถั่ญ (เวียดนาม: Cảng hàng không quốc tế Long Thành) เป็นท่าอากาศยานที่รัฐบาลเวียดนามมีแผนจะก่อสร้างในเขตอำเภอล็องถั่ญ จังหวัดด่งนาย ทางตอนใต้ของประเทศ อยู่ห่างจากนครโฮจิมินห์ไปทางทิศตะวันออกเฉียงเหนือประมาณ 40 กิโลเมตร โดยคาดว่าจะเปิดใช้งานได้ภายในปี พ.ศ. 2563 และจะสามารถรองรับผู้โดยสารเต็มความจุได้ถึง 100 ล้านคนต่อปี สินค้า 5 ล้านตันต่อปี,1,[87]
ท่าอากาศยานนานาชาติกรุงปักกิ่ง,"ท่าอากาศยานนานาชาติกรุงปักกิ่ง (IATA: PEK, ICAO: ZBAA) เป็นสนามบินระหว่างประเทศสนามบินหลักของกรุงปักกิ่ง สาธารณรัฐประชาชนจีน ตั้งอยู่ทางตะวันตกเฉียงเหนือห่างจากใจกลางเมืองประมาณ 32 km (20 mi) ในเขตเฉาหยาง และบางส่วนของ เขตซุ่นอี้ บริหารงานโดย บริษัทท่าอากาศยานปักกิ่งแคปิตอล ซึ่งเป็นรัฐวิสาหกิจ รหัสสนามบิน IATA ของปักกิ่งคือ PEK มาจากการถอดความชื่อของปักกิ่งเป็นอักษรโรมันแบบเดิม (Peking)ท่าอากาศยานนานาชาติกรุงปักกิ่ง เป็นท่าอากาศยานหลักของสายการบินแอร์ไชน่า สายการบินแห่งชาติของประเทศจีน ซึ่งมีเที่ยวบินจากที่นี่มากกว่า 120 เส้นทาง (ไม่รวมเที่ยวบินส่งสินค้า) ทั้งนี้ยังมี ไห่หนานแอร์ไลน์ และ ไชน่าเซาเทิร์นแอร์ไลน์ ที่ใช้สนามบินนี้เป็นสนามบินหลักอีกด้วย
ท่าอากาศยานนานาชาติกรุงปักกิ่ง เพิ่มอาคารผู้โดยสารหลังที่ 3 ในปี พ.ศ. 2551 ในช่วงงานโอลิมปิกฤดูร้อน 2008 ถือเป็นอาคารผู้โดยสารที่ใหญ่ที่สุดเป็นอันดับ 2 รองจากอาคารผู้โดยสารที่ 3 ของ ท่าอากาศยานนานาชาติดูไบ และถือเป็นสิ่งปลูกสร้างที่ใช้พื้นที่ใหญ่ที่สุดในโลกอันดับ 6 ซึ่งกินเนื้อที่ราว 1,480 เฮกตาร์ 
ท่าอากาศยานนานาชาติกรุงปักกิ่ง เติบโตอย่างรวดเร็วโดยติดอันดับสนามบินที่คับคั่งที่สุดแห่งหนึ่งในโลก และกลายมาเป็นสนามบินที่คับคั่งที่สุดในเอเซียจากจำนวนผู้โดยสารและจำนวนเที่ยวบินในปี พ.ศ. 2542 และได้ถือเป็นสนามบินที่มีผู้โดยสารคับคั่งที่สุดอันดับ 2 ของโลกในปี พ.ศ. 2553 ท่าอากาศยานนานาชาติกรุงปักกิ่ง ได้บันทึกว่ามีเครื่องบินเข้าออกทั้งหมด 557,167 ครั้ง (นับจากเครื่องบินขึ้นและลง) ติดอันดับ 6 ของโลกในปี พ.ศ. 2555 ด้านเที่ยวบินขนส่งสินค้าก็เช่นกัน ในปี พ.ศ. 2555 สนามบินถูกจัดอันดับที่ 13 ของสนามบินที่มีเที่ยวบินขนส่งสินค้าที่คับครั้งที่สุดในโลก โดยมีการขนส่งสินค้ากว่า  1,787,027 ตันตั้งแต่เดือนกันยายน พ.ศ. 2562 เที่ยวบินของสมาชิกวันเวิลด์ และสกายทีม ทั้งหมดจะถูกถ่ายโอนจากท่าอากาศยานนานาชาติปักกิ่งไปยังท่าอากาศยานนานาชาติปักกิ่งต้าซิงแห่งใหม่ ยกเว้นคาเธ่ย์แปซิฟิก และ คาเธ่ย์ดรากอน",3,"[125, 56, 154]"
ท่าอากาศยานนานาชาติฉงชิ่งเจียงเป่ย์,"ท่าอากาศยานนานาชาติฉงชิ่งเจียงเป่ย์ (จีนตัวย่อ: 重庆江北国际机场, จีนตัวเต็ม: 重慶江北國際機場, พินอิน: Chóngqìng Jiāngběi Guójì Jīchǎng) (IATA: CKG, ICAO: ZUCK) ตั้งอยู่ในเขตอู๋เป่ย นครฉงชิ่ง สาธารณรัฐประชาชนจีน ระยะทาง 21 กิโลเมตร จากศูนย์กลางนครฉงชิ่ง 
ท่าอากาศยานฉงชิ่งเจียงเป่ย์เป็นท่าอากาศยานหลักในภูมิภาคตะวันตกเฉียงใต้ของจีน ในปี พ.ศ. 2552 มีจำนวนผู้โดยสารทั้งสิ้น 14,083,045 คน อยู่ในอันดับที่ 10 ของท่าอากาศยานในประเทศจีน ในด้านของจำนวนผู้ใช้บริการ และอยู่ในอันดับที่ 11 ในจำนวนปริมาณสินค้า อีกทั้งยังเป็นท่าอากาศยานหลักของสายการบิน ฉงชิ่งแอน์ไลน์ เสฉวนแอร์ไลน์ และแอร์ไชน่า
การออกแบบของท่าอากาศยาน จะให้ความสำคัญกับการเดินทางภายในประเทศมากกว่า โดยอาคารผู้โดยสารภายในประเทศจะมีขนาดใหญ่กว่า มีผู้ใช้บริการมากกว่า มีสิ่งอำนวยความสะดวกมากกว่า เช่นร้านอาหาร ร้านค้าต่างๆ รวมถึงระบบขนส่งมวลชนเช่น รถไฟฟ้า และ รถแท็กซี่ ขณะที่ส่วนเดินทางระหว่างประเทศจะมีอาคารขนาดเล็กตั้งห่างออกไปพอสมควร สิ่งอำนวยความสะดวกมีไม่มากนัก โดยมีรถโดยสารฟรีเชื่อมระหว่างอาคารผู้โดยสารภายในประเทศและอาคารผู้โดยสารระหว่างประเทศเพื่ออำความสะดวกแก่ผู้ใช้บริการ",3,"[62, 62, 72]"
