Subject,Verb,Objects
มหาวิทยาลัยเชียงใหม่   ( อังกฤษ :   Chiang Mai University ;   อักษร,จัดตั้ง,"['ส่วน', 'ภูมิภาค']"
มหาวิทยาลัยเชียงใหม่   ( อังกฤษ :   Chiang Mai University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'หก', 'ประเทศ', 'ไทย']"
มหาวิทยาลัยเชียงใหม่   ( อังกฤษ :   Chiang Mai University ;   อักษร,ก่อตั้ง,"['วัน', 'มกราคม', 'พ.ศ.', '2507']"
มหาวิทยาลัยเชียงใหม่   ( อังกฤษ :   Chiang Mai University ;   อักษร,ตั้ง,"['บริเวณ', 'ดอยสุเทพ', 'อำเภอเมืองเชียงใหม่']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,มี,['สถานะ']
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ', 'พระราชบัญญัติ', 'มหาวิทยาลัยเชียงใหม่', 'พ.ศ.', '2551', 'มหาวิทยาลัยเชียงใหม่']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์', 'สุขภาพ', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,เกษตร,"['สังคมศาสตร์', 'มนุษยศาสตร์', 'วิทยาลัย']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,มี,['หลักสูตร']
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,สอน,"['คณะ', 'จำนวน', 'ระดับ', 'ปริญญา', 'ตรี']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,จำแนก,['หลักสูตร']
หลักสูตร นานา ชาติ   หลักสูตร,ต่อเนื่อง,"['หลักสูตร', 'สาขา', 'วิชา', 'หลักสูตร', 'ระดับ', 'ปริญญา', 'โท']"
หลักสูตร นานา ชาติ   หลักสูตร,เป็น,['แผน']
หลักสูตร นานา ชาติ   หลักสูตร,คือ,"['แผน', 'ก', 'แผน', 'ข', 'หลักสูตร', 'ระดับ', 'ปริญญา', 'เอก']"
หลักสูตร นานา ชาติ   หลักสูตร,คือ,['แบบ']
โดย,ทำ,['วิทยานิพนธ์']
โดย,มี,['คุณภาพ']
และ,ก้าวหน้า,"['ทาง', 'วิชาการ', 'วิชาชีพ', 'มหาวิทยาลัยเชียงใหม่']"
และ,เป็น,"['1', 'กระทรวงศึกษาธิการ']"
และ,เป็น,"['1', 'สมาชิก']"
และ,เครือข่ายพันธมิตร,['มหาวิทยาลัย']
และ,วิจัย,"['Research', 'University Network', 'RUN']"
และ,เป็น,"['สมาชิก', 'เครือข่าย', 'มหาวิทยาลัยอาเซียน', 'ASEAN University Network', 'AUN']"
และ,เป็น,"['สมาชิก', 'Association', 'of', 'Southeast', 'Asian', 'Institutions', 'of', 'Higher', 'Learning', 'ASAIHL']"
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,ย่อ,"['สพบ.', 'อังกฤษ', 'National Institute', 'of', 'Development', 'Administration', 'นิด้า', 'NIDA']"
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,เป็น,['สถาบัน']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,ศึกษา,['ชั้น']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,สูง,['รัฐ']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,มี,['สถานภาพ']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,เป็น,"['หน่วย', 'งาน', 'ระดับ', 'กรม']"
ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'รัฐ', 'ประเทศไทย']"
ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,สอน,"['ระดับ', 'บัณฑิตศึกษา']"
ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,สูง,"['ปริญญา', 'ตรี']"
ใน สังกัด สำนักงานคณะกรรมการการอุดมศึกษา   กระทรวงศึกษาธิการ  ,เน้น,"['หนัก', 'สาขา', 'วิชา', 'ด้าน']"
นอก จาก นี้ ยัง,มี,"['หน้าที่', 'ด้าน']"
นอก จาก นี้ ยัง,บริการ,"['ทาง', 'วิชาการ', 'ด้าน', 'หน่วย', 'งาน', 'ราชการ', 'รัฐวิสาหกิจ', 'ธุรกิจ', 'เอกชน', 'ประชาชน']"
และ,เป็น,['สถาบัน']
และ,สอน,"['หลักสูตร', 'MBA']"
และ,เป็น,"['แห่ง', 'ประเทศไทย']"
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,จัด,"['อันดับ', 'ทวีปเอเชีย', 'สื่อ', 'ชั้น']"
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,นำ,['ระดับ']
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,นานา,['ชาติ']
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,เป็น,['สถาบัน']
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,มี,"['อัตราส่วน', 'อาจารย์', 'ระดับ', 'ปริญญา']"
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,เอก,['จำนวน']
โดย คณะบริหาร ธุรกิจ ของ นิด้า ได้,สูง,['ประเทศไทย']
และ สัดส่วน อาจารย์ ที่,มี,"['ตำแหน่ง', 'ทาง', 'วิชาการ']"
และ สัดส่วน อาจารย์ ที่,สูง,['ประเทศไทย']
และ สัดส่วน อาจารย์ ที่,รับ,['คะแนน']
และ สัดส่วน อาจารย์ ที่,ดำเนิน,"['งาน', 'หลากหลาย', 'องค์กร', 'ระดับ']"
และ สัดส่วน อาจารย์ ที่,สูง,"['ประเทศไทย', 'บุคคล']"
และ สัดส่วน อาจารย์ ที่,เกี่ยวข้อง,['สถาบัน']
และ สัดส่วน อาจารย์ ที่,รวม,"['คณาจารย์', 'ศิษย์']"
และ สัดส่วน อาจารย์ ที่,มี,['หลากหลาย']
และ สัดส่วน อาจารย์ ที่,รวม,['บุคคล']
และ สัดส่วน อาจารย์ ที่,สำคัญ,"['ด้าน', 'การเมืองการปกครอง', 'ภาค', 'ธุรกิจ']"
ไม่ว่า จะ,เป็น,"['นายก', 'รัฐมนตรี', 'รอง', 'นายก', 'รัฐมนตรี', 'รัฐมนตรี']"
ไม่ว่า จะ,ประจำ,"['กระทรวง', 'สมาชิก', 'สภานิติบัญญัติแห่งชาติ', 'สมาชิก', 'สภาปฏิรูปแห่งชาติ', 'สมาชิก', 'สภาร่างรัฐธรรมนูญ', 'ข้า', 'ราชการ', 'ระดับ']"
ไม่ว่า จะ,รวม,"['เจ้าของ', 'ธุรกิจ', 'ขนาด']"
ไม่ว่า จะ,ใหญ่,['ประเทศไทย']
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,ย่อ,"['มศว', '–', 'SWU', 'ถือกำเนิด', 'โรง']"
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,ฝึกหัด,"['ครู', 'ชั้น']"
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,ก่อตั้ง,"['พ.ศ.', '2492']"
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,เป็น,['ลำดับ']
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,เป็น,"['วิทยาลัย', 'วิชาการ']"
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,ศึกษา,"['พ.ศ.', '2497']"
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,ยก,['ฐานะ']
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,เป็น,"['มหาวิทยาลัยศรีนครินทรวิโรฒ', 'พ.ศ.', '2517']"
มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot  University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ประเทศไทย']"
โดย มหาวิทยาลัย ได้,ทำ,['การเรียนการสอน']
โดย มหาวิทยาลัย ได้,มี,"['รอง', 'ศาสตราจารย์']"
ดร.สมชาย สันติวัฒนกุล  ,เป็น,"['อธิการบดี', 'มหาวิทยาลัย']"
ดร.สมชาย สันติวัฒนกุล  ,"ปัจจุบัน
",['มหาวิทยาลัยศรีนครินทรวิโรฒ']
ดร.สมชาย สันติวัฒนกุล  ,เป็น,['มหาวิทยาลัย']
ดร.สมชาย สันติวัฒนกุล  ,ใช้,"['คำ', 'นิสิต']"
ดร.สมชาย สันติวัฒนกุล  ,ศึกษา,"['คำ', 'นิสิต']"
ดร.สมชาย สันติวัฒนกุล  ,มี,['ความหมาย']
ดร.สมชาย สันติวัฒนกุล  ,อาศัย,"['คำ', 'นิสิต']"
ดร.สมชาย สันติวัฒนกุล  ,ใช้,['จุฬาลงกรณ์มหาวิทยาลัย']
ใน ช่วง ที่,เป็น,['โรง']
ใน ช่วง ที่,เรียน,"['ข้า', 'ราชการ', 'พลเรือน', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']"
และ ได้,เป็น,['จุฬาลงกรณ์มหาวิทยาลัย']
ที่,ตั้ง,['มหาวิทยาลัย']
ที่,อยู่,['เมือง']
ดัง นั้น   ผู้ ที่,เรียน,['ส่วน']
ดัง นั้น   ผู้ ที่,พัก,"['ภาย', 'หอ', 'พัก', 'มหาวิทยาลัย']"
ดัง นั้น   ผู้ ที่,เรียก,['บุคคล']
ดัง นั้น   ผู้ ที่,อาศัย,['ห้อง']
ดัง นั้น   ผู้ ที่,ปฏิบัติการ,['นิสิต']
"ซึ่ง ใน ภาย หลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัยมหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",เปิด,['เมือง']
"ซึ่ง ใน ภาย หลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัยมหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",อยู่,"['หอ', 'พัก']"
จึง ได้,ใช้,"['คำ', 'นิสิต', 'ปัจจุบัน']"
จึง ได้,เรียน,['ไม่']
จึง ได้,พัก,"['หอ', 'พัก']"
จึง ได้,เหมือน,['สมัย']
แต่ ก็ ยัง,เรียก,"['นิสิต', 'มหาวิทยาลัย']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,ย่อ,"['มสธ.', '–', 'STOU']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'รัฐ', 'แบบ', 'ไม่']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,รับ,['จำนวน']
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,ใช้,['ระบบ']
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,ศึกษา,"['ทาง', 'ไกล']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,ก่อตั้ง,"['วัน', 'กันยายน', 'พ.ศ.', '2521', 'พระราชบัญญัติ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'พุทธศักราช', '2521', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,จัด,"['การเรียนการสอน', 'ระดับ', 'ปริญญา', 'ตรี', 'แบบ', 'มหาวิทยาลัย']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,ศึกษา,['ไม่']
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,จำกัด,"['จำนวน', 'ปัจจุบัน', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai Thammathirat   Open   University ;   อักษร,ศึกษา,"['ระดับ', 'ดุษฎีบัณฑิต', 'สาขา', 'วิชา']"
โดย,ศึกษา,['มหาวิทยาลัย']
โดย,ทั่วไป,"['มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ไม่']"
โดย,มี,['ชั้น']
โดย,เรียน,['มหาวิทยาลัย']
โดย,ใช้,['ระบบ']
โดย,สอน,['ทาง']
โดย,จัด,['การเรียนการสอน']
โดย,เรียนรู้,"['ตน', 'เอกสาร', 'วิชา', 'สื่อสารสนเทศ', ' ๆ', 'มหาวิทยาลัย']"
โดย,จัด,['นัก']
โดย,ศึกษา,"['สื่อ', 'สิ่งพิมพ์', 'สื่อ', 'อิเล็กทรอนิกส์', 'สื่อ']"
โดย,ต่าง,"['ๆ', 'เป็นต้น\n']"
โดย,ศึกษา,"['มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'อดีต']"
ได้,รับ,['พระราชทาน']
ได้,ปริญญา,"['บัตร', 'พระหัตถ์', 'พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช', 'บรมนาถบพิตร', 'ปัจจุบัน', 'พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว']"
ได้,ปฏิบัติ,['พระราชกรณียกิจ']
ได้,ปริญญา,"['บัตร', 'บัณฑิต', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ปัจจุบัน', 'ภาย', 'รัฐประหาร', 'ประเทศไทย', 'พ.ศ.', '2557', 'คณะรักษาความสงบแห่งชาติ']"
ได้,ออก,"['ประกาศ', '2560']"
ได้,ควบคุม,['มหาวิทยาลัย']
ได้,เนื่อง,"['กรณี', 'กรรมการ']"
ได้,สภา,['มหาวิทยาลัย']
ได้,ทรง,['คุณวุฒิ']
ได้,ลา,['ตำแหน่ง']
ได้,เหลือ,"['กรรมการ', 'ไม่']"
ได้,ครบ,['องค์']
ได้,ประกอบ,"['มาตรา', 'พระราชบัญญัติ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'พ.ศ.', '2521']"
ได้,ควบคุม,"['วัน', 'พฤศจิกายน', 'พ.ศ.', '2561']"
ได้,มี,"['ประกาศ', 'สำนักนายกรัฐมนตรี', 'เรื่อง', 'นายก', 'สภา', 'มหาวิทยาลัย', 'กรรมการ', 'สภา', 'มหาวิทยาลัย']"
ได้,ทรง,"['คุณวุฒิ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King  Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษร,ย่อ,"['สจล. ', '–', 'KMITL']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King  Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษร,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King  Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษร,ช่วยเหลือ,"['รัฐบาล', 'ญี่ปุ่น', 'มหาวิทยาลัยโตไก']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King  Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษร,เน้น,"['ด้าน', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King  Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษร,ตั้ง,['เขตลาดกระบัง']
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,ย่อ,"['มวล', '–', 'WU']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,จัดตั้ง,"['พระราชบัญญัติ', 'มหาวิทยาลัยวลัยลักษณ์', 'พ.ศ.', '2535']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,มี,['รูปแบบ']
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,เป็น,"['“', 'มหาวิทยาลัย', 'กำกับ', 'รัฐบาล', '”']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,พระมหากรุณาธิคุณ,"['พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช', 'บรมนาถบพิตร', 'รัชกาล', 'พระราชทาน', 'ชื่อ']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak University ;   อักษร,เป็น,"['สร้อย', 'พระนาม', 'สมเด็จพระเจ้าน้องนางเธอ']"
เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี   กรมพระศรีสวางควัฒน วรขัตติยราชนารี   ซึ่ง,เป็น,"['มหาวิทยาลัยสมบูรณ์แบบ', 'Comprehensive', ' University']"
เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี   กรมพระศรีสวางควัฒน วรขัตติยราชนารี   ซึ่ง,จัด,['การเรียนการสอน']
เจ้าฟ้าจุฬาภรณวลัยลักษณ์ อัครราชกุมารี   กรมพระศรีสวางควัฒน วรขัตติยราชนารี   ซึ่ง,ครอบคลุม,"['ด้าน', 'วิทยาศาสตร์', 'สุขภาพ', 'ด้าน', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
โดย ได้,พัฒนา,['สภาพ']
โดย ได้,เป็น,"['เมือง', 'มหาวิทยาลัย', 'Residential ', 'University']"
โดย ได้,มี,"['ระบบ', 'สาธารณูปโภค', 'สาธารณูปการ', 'แบบ', 'ครบ', 'วงจร']"
โดย ได้,รวม,['สิ่ง']
โดย ได้,สะดวก,['ๆ']
โดย ได้,จัด,"['อันดับ', 'มหาวิทยาลัยสี']"
โดย ได้,เขียว,"['โลก', 'ปี', '2021', 'จำนวน', 'มหาวิทยาลัย']"
โดย ได้,เข้า,['โลก']
ผล,ปรากฏ,['มหาวิทยาลัยวลัยลักษณ์']
ผล,จัด,['อันดับ']
ผล,เป็น,"['อันดับ', 'มหาวิทยาลัย', 'สี', 'เขียว', 'ภาค', 'ใต้']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ย่อ,"['มจ. –', 'MJU']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ตั้ง,"['อำเภอสันทราย', 'จังหวัดเชียงใหม่']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ก่อตั้ง,"['วัน', 'มิถุนายน', 'พ.ศ.', '2477']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,มี,"['รากฐาน', 'โรง']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ฝึกหัด,"['ครู', 'ประถมกสิกรรม']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,ประจำ,"['ภาค', 'เหนือ']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เปลี่ยน,['สถานะ']
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เป็น,"['มหาวิทยาลัยแม่โจ้', 'วัน', 'พฤศจิกายน', 'พ.ศ.', '2539']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ลำดับ', 'ประเทศไทย']"
เมื่อ วัน ที่   5   พฤษภาคม   พ.ศ.   2560  ,เปลี่ยน,['สถานภาพ']
เมื่อ วัน ที่   5   พฤษภาคม   พ.ศ.   2560  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เป็น,['สถาบัน']
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,ศึกษา,['ประเทศไทย']
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,ยก,"['ฐานะ', 'วิทยาลัย', 'ช่าง', 'กลปทุมวัน']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เป็น,['สถาบัน']
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เน้น,"['ด้าน', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan Institute   of   Technology ;   ชื่อ ย่อ :   สปท.   -   PIT )  ,เป็น,['หลัก']
โดย,ศึกษา,"['ด้าน', 'อาชีวศึกษา']"
โดย,ศึกษา,"['ทาง', 'ระดับ', 'ปริญญา']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,ย่อ,['RU']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,เป็น,"['กลุ่ม', 'มหาวิทยาลัย']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,พัฒนา,['โรง']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,ฝึกหัด,['อาจารย์']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,ตั้ง,['ส่วน']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat University ;   อักษร,กลาง,"['ส่วน', 'ภูมิภาค', 'ประเทศ']"
ต่อ มา ได้,เปลี่ยน,['ชื่อ']
ต่อ มา ได้,เป็น,"['วิทยาลัย', 'ครู', 'หลัง']"
ต่อ มา ได้,รับ,"['พระราชทาน', 'นาม', 'ราชภัฏ', 'พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช', 'บรมนาถบพิตร']"
ต่อ มา ได้,เป็น,"['ชื่อ', 'สถาบัน']"
ต่อ มา ได้,พร้อม,"['พระราชทาน', 'พระราชลัญจกร']"
ต่อ มา ได้,เป็น,['ตรา']
ต่อ มา ได้,ประจำ,['มหาวิทยาลัย']
ต่อ มา ได้,มี,['ประเทศ']
สถาบันการ อาชีวศีกษา     ( อังกฤษ :   Vocational   Education   Institution )  ,เป็น,"['กลุ่ม', 'สถาบัน', 'รัฐ', 'ประเทศไทย', 'สังกัด', 'สำนักงานคณะกรรมการการอาชีวศึกษา']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,สอน,"['หลักสูตร', 'ระดับ', 'ประกาศนียบัตร', 'วิชา', 'ชีพ', 'ปว.ช.', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ชั้น']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,สูง,"['ปว.ส.', 'กรอบ', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ชั้น']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,สูง,"['ปริญญา', 'ตรี']"
( ทล.บ. )   โดย,ใช้,"['กรอบ', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ปริญญา', 'ตรี', 'สาย', 'เทคโนโลยี', 'สาย']"
สถาบันการอาชีวศึกษาเกษตร     ( อังกฤษ :   Vocational   Education   Institution   of   Agriculture )  ,รวม,"['ตัว', 'วิทยาลัยเกษตรและเทคโนโลยี']"
โดย,เป็น,['ภูมิภาค']
โดย,มี,"['ชื่อ', 'วิทยาลัย', 'เกษตรกรรม']"
โดย,เป็น,"['วิทยาลัย', 'สังกัด', 'กรมอาชีวศึกษา']"
โดย,เกี่ยว,"['เกษตรกรรม', 'ประเทศ', 'ไทย']"
โดย,จัดตั้ง,"['วิทยาลัย', 'ชุมชน']"
โดย,เป็น,"['หน่วย', 'งาน', 'ภาย']"
โดย,เปลี่ยน,['ชื่อ']
โดย,เป็น,['วิทยาลัยเกษตรและเทคโนโลยี']
และ,สอน,"['ด้าน', 'เทคโนโลยี', 'และบริหาร', 'ธุรกิจ', 'ระดับ', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ']"
และ,ประกาศ,"['นียบัตร', 'วิชาชีพ', 'ชั้น']"
และ,สูง,"['ปริญญา', 'ตรี', 'สาย']"
และ,ปฏิบัติการ,"['มาตรฐาน', 'คุณวุฒิ', 'ชาติ', 'พ.ศ.', '๒๕๕๖']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,['สถาบัน']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,วิจัย,"['วิชาการ', 'ชั้น']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สูง,['มิ']
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ใช่,"['สถาบัน', 'อุดมศึกษา']"
ราชวิทยาลัยจุฬาภรณ์  ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,มี,"['สถาบัน', 'อุดมศึกษา', 'ส่วน', 'งาน']"
