Subject,Verb,Objects
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,จัด,"['การศึกษา', 'การวิจัย']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,ครอบคลุม,"['สาขา', 'วิทยาศาสตร์', 'สุขภาพ', 'วิทยาศาสตร์', 'เทคโนโลยี', 'การเกษตร', 'สังคมศาสตร์', 'มนุษยศาสตร์', 'วิทยาลัย']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,มี,['หลักสูตร']
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,สอน,"['คณะ', 'จำนวน', 'ระดับ', 'ปริญญาตรี']"
ปัจจุบัน มหาวิทยาลัยเชียงใหม่,มี,"['การจำแนก', 'หลักสูตร']"
หลักสูตร นานาชาติ   หลักสูตร,ต่อเนื่อง,"['หลักสูตร', 'สาขาวิชา', 'หลักสูตร', 'ระดับ', 'ปริญญาโท']"
หลักสูตร นานาชาติ   หลักสูตร,เป็น,['แผน']
หลักสูตร นานาชาติ   หลักสูตร,คือ,"['แผน', 'ก', 'แผน', 'ข', 'หลักสูตร', 'ระดับ', 'ปริญญาเอก']"
หลักสูตร นานาชาติ   หลักสูตร,คือ,['แบบ']
หลักสูตร นานาชาติ   หลักสูตร,เป็น,['การศึกษา']
หลักสูตร นานาชาติ   หลักสูตร,เน้น,['การวิจัย']
หลักสูตร นานาชาติ   หลักสูตร,ก่อให้เกิด,['ความรู้']
และ แบบ   2  ,เป็น,['การศึกษา']
และ แบบ   2  ,เน้น,['การวิจัย']
โดย,ทำ,['วิทยานิพนธ์']
โดย,มี,['คุณภาพ']
และ,ก่อให้เกิด,"['ความก้าวหน้า', 'ทางวิชาการ', 'วิชาชีพ', 'มหาวิทยาลัยเชียงใหม่']"
และ,ได้รับ,['การคัดเลือก']
และ,เป็น,"['1', 'มหาวิทยาลัย']"
และ,วิจัย,"['แห่งชาติ', 'กระทรวงศึกษาธิการ']"
และ,เป็น,"['1', 'สมาชิก', 'เครือข่าย']"
และ,พันธมิตร,"['มหาวิทยาลัย', 'การวิจัย', 'Research', 'University', 'Network', 'RUN']"
และ,เป็นสมาชิก,"['เครือข่าย', 'มหาวิทยาลัย', 'อาเซียน', 'ASEAN', 'University', 'Network', 'AUN', 'เป็นสมาชิก', 'Association', 'of', 'Southeast', 'Asian', 'Institutions', 'of', 'Higher', 'Learning', 'ASAIHL']"
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,ย่อ,"['สพ', 'บ.', 'อังกฤษ', 'National', 'Institute', 'of', 'Development', 'Administration', 'นิด้า', 'NIDA']"
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,เป็น,['สถาบันการศึกษา']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,ชั้นสูง,['รัฐ']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,มี,['สถานภาพ']
สถาบันบัณฑิตพัฒนบริหารศาสตร์   (,เป็น,"['หน่วยงาน', 'ระดับ', 'กรม']"
ในสังกัด สำนักงาน คณะกรรมการ การอุดมศึกษา   กระทรวงศึกษาธิการ  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'รัฐ', 'ไทย', 'ที่ทำการ']"
ในสังกัด สำนักงาน คณะกรรมการ การอุดมศึกษา   กระทรวงศึกษาธิการ  ,สอน,"['ระดับ', 'บัณฑิตศึกษา']"
ในสังกัด สำนักงาน คณะกรรมการ การอุดมศึกษา   กระทรวงศึกษาธิการ  ,สูง,['ปริญญาตรี']
ในสังกัด สำนักงาน คณะกรรมการ การอุดมศึกษา   กระทรวงศึกษาธิการ  ,เน้นหนัก,"['สาขาวิชา', 'ทาง', 'ด้านการบริหาร', 'การพัฒนา']"
นอกจากนี้,ยังมี,"['หน้าที่', 'ด้าน', 'การวิจัย']"
นอกจากนี้,ให้บริการ,"['ด้าน', 'หน่วยงานราชการ', 'รัฐวิสาหกิจ', 'ธุรกิจเอกชน', 'ประชาชน']"
และ,ถือเป็น,['สถาบันการศึกษา']
และ,เปิด,"['การสอน', 'หลักสูตร', 'MBA']"
และ,เป็น,"['แห่ง', 'ไทย']"
โดย คณะ บริหารธุรกิจ ของ นิด้า,จัด,"['อันดับ', 'ทวีปเอเชีย', 'สื่อ', 'ชั้นนำ', 'ระดับนานาชาติ']"
โดย คณะ บริหารธุรกิจ ของ นิด้า,เป็น,['สถาบัน']
โดย คณะ บริหารธุรกิจ ของ นิด้า,มี,"['อัตราส่วน', 'อาจารย์', 'ระดับ', 'ปริญญาเอก', 'จำนวน', 'นักศึกษา']"
โดย คณะ บริหารธุรกิจ ของ นิด้า,ที่สูง,"['ในประเทศ', 'ไทย']"
และ สัดส่วน อาจารย์ ที่,มี,"['ตำแหน่ง', 'ทางวิชาการ']"
และ สัดส่วน อาจารย์ ที่,สูง,"['ในประเทศ', 'ไทย']"
รวมไปถึง ยัง,ได้รับ,"['คะแนน', 'การประเมิน']"
รวมไปถึง ยัง,ดำเนินงาน,"['หลากหลาย', 'องค์กร', 'ระดับสูง', 'ในประเทศ', 'ไทย', 'บุคคล']"
รวมไปถึง ยัง,เกี่ยวข้อง,['สถาบัน']
รวมไปถึง ยัง,รวมถึง,"['คณาจารย์', 'ศิษย์เก่า']"
รวมไปถึง ยัง,มี,['หลากหลาย']
รวมไปถึง ยัง,รวมถึง,['บุคคล']
รวมไปถึง ยัง,สำคัญ,"['ด้าน', 'การเมือง', 'การปกครอง', 'ภาค', 'ธุรกิจ']"
ไม่ ว่า จะ,เป็น,"['นายกรัฐมนตรี', 'รองนายกรัฐมนตรี', 'รัฐมนตรี']"
ไม่ ว่า จะ,ประจำ,"['กระทรวง', 'สมาชิก']"
ไม่ ว่า จะ,สภานิติบัญญัติ,"['แห่งชาติ', 'สมาชิก']"
ไม่ ว่า จะ,สภาปฏิรูป,"['แห่งชาติ', 'สมาชิกสภา', 'ร่างรัฐธรรมนูญ', 'ข้าราชการ']"
ไม่ ว่า จะ,รวมถึง,"['เจ้าของ', 'ธุรกิจขนาดใหญ่', 'ประเทศ', 'ไทย']"
"มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot   University ;   อักษรย่อ :   มศว   –   SWU )   ถือกำเนิด จาก   "" โรงเรียน",ฝึกหัด,"['ครู', 'ชั้นสูง']"
"มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot   University ;   อักษรย่อ :   มศว   –   SWU )   ถือกำเนิด จาก   "" โรงเรียน",ก่อตั้ง,"['พ.ศ.', '2492']"
"มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot   University ;   อักษรย่อ :   มศว   –   SWU )   ถือกำเนิด จาก   "" โรงเรียน",เป็น,"['วิทยาลัย', 'วิชา', 'การศึกษา', 'พ.ศ.', '2497']"
"มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot   University ;   อักษรย่อ :   มศว   –   SWU )   ถือกำเนิด จาก   "" โรงเรียน",เป็น,"['มหาวิทยาลัยศรีนครินทรวิโรฒ', 'พ.ศ.', '2517']"
"มหาวิทยาลัยศรีนครินทรวิโรฒ   ( อังกฤษ :   Srinakharinwirot   University ;   อักษรย่อ :   มศว   –   SWU )   ถือกำเนิด จาก   "" โรงเรียน",เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ประเทศ', 'ไทย']"
โดย มหาวิทยาลัย ได้,ทำ,['การเรียน']
โดย มหาวิทยาลัย ได้,มี,['รองศาสตราจารย์']
ดร. สม ชาย   สันติ วัฒน กุล  ,เป็น,"['อธิการบดี', 'มหาวิทยาลัย', 'ปัจจุบัน', '\n', 'มหาวิทยาลัยศรีนครินทรวิโรฒ']"
ดร. สม ชาย   สันติ วัฒน กุล  ,เป็น,['มหาวิทยาลัย']
ดร. สม ชาย   สันติ วัฒน กุล  ,ใช้,"['คำ', 'นิสิต']"
ดร. สม ชาย   สันติ วัฒน กุล  ,ศึกษา,"['คำ', 'นิสิต', 'ผู้อยู่อาศัย', 'คำ', 'นิสิต']"
ดร. สม ชาย   สันติ วัฒน กุล  ,ใช้,"['ครั้งแรก', 'จุฬาลงกรณ์มหาวิทยาลัย']"
ใน ช่วง ที่,เป็น,"['โรงเรียน', 'ข้าราชการพลเรือน', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว']"
และ,เป็น,['จุฬาลงกรณ์มหาวิทยาลัย']
ที่ตั้ง ของ มหาวิทยาลัย ถือว่า,อยู่,"['นอกเมือง', 'การคมนาคม']"
ที่ตั้ง ของ มหาวิทยาลัย ถือว่า,ศึกษา,"['เป็นการ', 'ยากลำบาก']"
ดังนั้น   ผู้,พัก,"['หอพัก', 'มหาวิทยาลัย']"
ดังนั้น   ผู้,เรียก,['บุคคล']
ดังนั้น   ผู้,อาศัย,['ห้องปฏิบัติการ']
"ซึ่ง ใน ภายหลัง มหาวิทยาลัยเกษตรศาสตร์ ,   มหาวิทยาลัยศรีนครินทรวิโรฒ ,   มหาวิทยาลัยนเรศวร ,   มหาวิทยาลัยบูรพา ,   มหาวิทยาลัย มหาสารคาม ,   มหาวิทยาลัยทักษิณ   และ มหาวิทยาลัยพะเยา   ได้",อยู่,['หอพัก']
จึง ได้,ใช้,"['คำ', 'นิสิต', 'ปัจจุบันนี้']"
จึง ได้,เรียน,['ไม่']
จึง ได้,พัก,['หอพัก']
จึง ได้,เหมือน,['สมัยก่อน']
แต่ ก็ ยัง,เรียก,"['นิสิต', 'มหาวิทยาลัย']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'รัฐ', 'แบบ', 'ไม่']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,รับ,['จำนวน']
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,ใช้,"['ระบบ', 'การศึกษา', 'ทางไกล', 'ก่อ']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,ตั้งขึ้น,"['วันที่', 'กันยายน', 'พ.ศ.', '2521', 'พระราชบัญญัติ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'พุทธศักราช', '2521', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,จัด,['การเรียน']
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,การสอน,"['ระดับ', 'ปริญญาตรี', 'แบบ', 'มหาวิทยาลัยเปิด']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,รับ,"['นักศึกษา', 'ไม่']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,จำกัด,"['จำนวน', 'ปัจจุบัน', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
มหาวิทยาลัยสุโขทัยธรรมาธิราช   ( อังกฤษ :   Sukhothai   Thammathirat   Open   University ;   อักษรย่อ :   มสธ.   –    STOU )  ,เปิด,"['การศึกษา', 'ระดับ', 'ดุษฎีบัณฑิต', 'สาขาวิชา']"
โดย,ศึกษา,['มหาวิทยาลัย']
โดย,ทั่วไป,"['มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ไม่']"
โดย,มี,"['ชั้นเรียน', 'มหาวิทยาลัย']"
โดย,ดำเนิน,['การสอน']
โดย,ใช้,"['ระบบ', 'การสอน', 'ทางไกล']"
โดย,จัด,['การเรียน']
โดย,เน้น,['นักศึกษา']
โดย,เรียนรู้,"['เอกสาร', 'วิชา', 'สื่อ', 'สารสนเทศ', 'ต่าง ๆ', 'มหาวิทยาลัย']"
โดย,จัด,"['นักศึกษา', 'สื่อสิ่งพิมพ์', 'สื่อ', 'อิเล็กทรอนิกส์', 'สื่อ', 'ต่าง ๆ', '\n']"
โดย,จบ,"['การศึกษา', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'อดีต']"
โดย,รับ,"['พระราชทาน', 'ปริญญาบัตร', 'พระ', 'หัตถ์', 'พระ', 'บาท', 'สมเด็จ', 'พระ']"
โดย,บรม,"['ชน', 'กา', 'ธิเบศร', 'มหา', 'ภูมิพล', 'อดุลยเดช', 'มหาราช', 'บรม', 'นาถ', 'บพิตร', 'ปัจจุบัน', 'พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว']"
โดย,ปฏิบัติ,['พระราชกรณียกิจ']
โดย,พระราชทาน,"['ปริญญาบัตร', 'บัณฑิต', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'ปัจจุบัน', 'ภายหลัง', 'รัฐประหาร', 'ในประเทศ', 'ไทย', 'พ.ศ.', '2557']"
โดย,รักษา,"['ความสงบ', 'แห่งชาติ']"
โดย,ออก,"['ประกาศ', '2560']"
โดย,ควบคุม,"['มหาวิทยาลัย', 'กรณี', 'กรรมการ']"
โดย,สภา,"['มหาวิทยาลัย', 'ผู้ทรงคุณวุฒิ']"
ขอลา ออกจาก ตำแหน่ง จน,เหลือ,"['กรรมการ', 'ไม่', 'องค์ประกอบ', 'มาตรา', 'พระราชบัญญัติ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช', 'พ.ศ.', '2521']"
ขอลา ออกจาก ตำแหน่ง จน,ควบคุม,"['วันที่', 'พฤศจิกายน', 'พ.ศ.', '2561']"
ขอลา ออกจาก ตำแหน่ง จน,มี,"['ประกาศ', 'สำนักนายกรัฐมนตรี', 'เรื่อง', 'นายก', 'สภา', 'มหาวิทยาลัย', 'กรรมการ', 'สภา', 'มหาวิทยาลัย', 'ผู้ทรงคุณวุฒิ', 'มหาวิทยาลัยสุโขทัยธรรมาธิราช']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King   Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษรย่อ :   สจ ล.   –   KMITL )  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King   Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษรย่อ :   สจ ล.   –   KMITL )  ,ก่อตั้ง,"['ความช่วยเหลือ', 'รัฐบาล', 'ญี่ปุ่น', '  ', 'มหาวิทยาลัย', 'โต', 'ไก']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King   Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษรย่อ :   สจ ล.   –   KMITL )  ,เน้น,"['การเรียน', 'ด้าน', 'วิทยาศาสตร์', 'เทคโนโลยี']"
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง   ( อังกฤษ :   King   Mongkut ' s   Institute   of   Technology   Ladkrabang ;   อักษรย่อ :   สจ ล.   –   KMITL )  ,ตั้งอยู่,"['เขต', 'ลาดกระบัง']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,จัดตั้ง,"['พระราชบัญญัติ', 'มหาวิทยาลัยวลัยลักษณ์', 'พ.ศ.', '2535']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,มี,['รูปแบบ']
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,เป็น,"['“', 'มหาวิทยาลัย', 'กำกับ', 'รัฐบาล', '”']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,พระมหากรุณาธิคุณ,"['พระ', 'บาท', 'สมเด็จ', 'พระ']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,บรม,"['ชน', 'กา', 'ธิเบศร', 'มหา', 'ภูมิพล', 'อดุลยเดช', 'มหาราช', 'บรม', 'นาถ', 'บพิตร', 'รัชกาล', 'พระราชทาน', 'ชื่อ']"
มหาวิทยาลัยวลัยลักษณ์   ( อังกฤษ :   Walailak   University ;   อักษรย่อ :   มวล .   –   WU )  ,อันเป็น,"['พระนาม', 'สมเด็จ', 'พระเจ้า', 'น้อง', 'นาง', 'เธอ']"
เจ้าฟ้า จุฬา ภร ณ วลัย ลักษณ์   อัคร ราช กุมารี   กรม พระ ศรี สวาง ค วัฒน   วร ขัตติย ราช นารี   ซึ่ง,เป็น,"['มหาวิทยาลัย', 'สมบูรณ์แบบ', 'Comprehensive', 'University']"
เจ้าฟ้า จุฬา ภร ณ วลัย ลักษณ์   อัคร ราช กุมารี   กรม พระ ศรี สวาง ค วัฒน   วร ขัตติย ราช นารี   ซึ่ง,จัด,"['การเรียน', 'การสอน']"
เจ้าฟ้า จุฬา ภร ณ วลัย ลักษณ์   อัคร ราช กุมารี   กรม พระ ศรี สวาง ค วัฒน   วร ขัตติย ราช นารี   ซึ่ง,ครอบคลุม,"['ด้าน', 'วิทยาศาสตร์', 'สุขภาพ', 'ด้าน', 'วิทยาศาสตร์', 'เทคโนโลยี']"
โดย ได้,พัฒนา,['สภาพแวดล้อม']
โดย ได้,เป็น,"['เมือง', 'มหาวิทยาลัย', 'Residential', 'University', 'มีระบบ', 'สาธารณูปโภค', 'สาธารณูปการ', 'แบบ', 'ครบวงจร', 'สิ่งอำนวยความสะดวก', 'ๆ']"
โดย ได้,จัดอันดับ,"['มหาวิทยาลัย', 'สี']"
โดย ได้,เขียว,"['โลก', 'ปี', '2021', 'จำนวน', 'มหาวิทยาลัย']"
ผล,ปรากฏ,['มหาวิทยาลัยวลัยลักษณ์']
ผล,เป็น,"['อันดับ', 'มหาวิทยาลัย', 'สี', 'เขียว', 'ภาคใต้']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,เป็น,"['สถาบัน', 'อุดมศึกษา', 'กำกับ', 'รัฐ']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,ตั้งอยู่,"['อำเภอ', 'สัน', 'ทราย', 'จังหวัด', 'เชียงใหม่']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,ก่อตั้ง,"['วันที่', 'มิถุนายน', 'พ.ศ.', '2477', 'มีรากฐาน', 'โรงเรียน']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,ฝึกหัด,"['ครู', 'ประถม', 'กสิกรรม']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,ประจำ,['ภาคเหนือ']
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,เปลี่ยน,['สถานะ']
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,เป็น,"['มหาวิทยาลัยแม่โจ้', 'วันที่', 'พฤศจิกายน', 'พ.ศ.', '2539']"
มหาวิทยาลัยแม่โจ้   ( อังกฤษ :   Maejo   University ;   อักษรย่อ :   ม จ.   –   MJU )  ,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ลำดับ', 'ไทย']"
เมื่อ วันที่   5   พฤษภาคม   พ.ศ.   2560  ,เปลี่ยน,['สถานภาพ']
เมื่อ วันที่   5   พฤษภาคม   พ.ศ.   2560  ,เป็น,"['มหาวิทยาลัย', 'กำกับ', 'รัฐ']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan   Institute   of   Technology ;   ชื่อย่อ :   ส ปท.   -   PIT )  ,เป็น,"['สถาบันการศึกษา', 'ในประเทศ', 'ไทย']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan   Institute   of   Technology ;   ชื่อย่อ :   ส ปท.   -   PIT )  ,ยกฐานะ,"['วิทยาลัย', 'ช่างกล', 'ปทุม', 'วัน']"
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan   Institute   of   Technology ;   ชื่อย่อ :   ส ปท.   -   PIT )  ,เป็น,['สถาบันการศึกษา']
สถาบันเทคโนโลยีปทุมวัน   ( อังกฤษ :   Pathumwan   Institute   of   Technology ;   ชื่อย่อ :   ส ปท.   -   PIT )  ,เน้น,"['ด้าน', 'วิทยาศาสตร์', 'เทคโนโลยี', 'เป็นหลัก']"
โดย,มุ่งเน้น,"['ผู้สำเร็จการศึกษา', 'ด้าน', 'อาชีวศึกษา']"
โดย,ต่อ,"['ทางใน', 'ระดับ', 'ปริญญา']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat   University ;   อักษรย่อ :   RU )  ,เป็น,"['กลุ่ม', 'มหาวิทยาลัย']"
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat   University ;   อักษรย่อ :   RU )  ,มาจาก,['โรงเรียน']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat   University ;   อักษรย่อ :   RU )  ,ฝึกหัด,['อาจารย์']
มหาวิทยาลัยราชภัฏ   ( อังกฤษ :   Rajabhat   University ;   อักษรย่อ :   RU )  ,ตั้งอยู่,"['ส่วนกลาง', 'ส่วนภูมิภาค', 'ประเทศ', '  ']"
ต่อมา ได้,เปลี่ยน,['ชื่อ']
ต่อมา ได้,เป็น,['วิทยาลัยครู']
ต่อมา ได้,ได้รับ,"['พระราชทาน', 'นาม', 'ราชภัฏ', 'พระ', 'บาท', 'สมเด็จ', 'พระ']"
ต่อมา ได้,บรม,"['ชน', 'กา', 'ธิเบศร', 'มหา', 'ภูมิพล', 'อดุลยเดช', 'มหาราช', 'บรม', 'นาถ', 'บพิตร']"
ต่อมา ได้,เป็น,"['ชื่อ', 'สถาบัน', 'พระราชทาน', 'พระ', 'ราชลัญจกร']"
ต่อมา ได้,เป็น,['ตรา']
ต่อมา ได้,ประจำ,['มหาวิทยาลัย']
ต่อมา ได้,มี,['ทั่วประเทศ']
สถาบัน การ,อาชีว,"['ศีกษา', '  ', 'อังกฤษ', 'Vocational', 'Education', 'Institution']"
สถาบัน การ,เป็น,"['กลุ่ม', 'สถาบัน', 'รัฐ', 'ในประเทศ', 'ไทย', 'สังกัด', 'สำนักงาน', 'คณะกรรมการ']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,เปิด,"['การสอน', 'หลักสูตร', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', '(ปว.ช.)', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', 'ประกาศนียบัตร', 'วิชาชีพ']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,ชั้นสูง,"['(ปว.ส.)', 'กรอบ', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ']"
ก่อตั้ง เมื่อ ปี   พ.ศ.   2555   เพื่อ,ชั้นสูง,['ปริญญาตรี']
(ท ล. บ. )   โดย,ใช้,"['กรอบ', 'มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'ระดับ', 'ปริญญาตรี', 'สาย', 'เทคโนโลยี', 'สาย']"
สถาบันการอาชีวศึกษาเกษตร    ( อังกฤษ :   Vocational   Education   Institution   of   Agriculture )  ,รวมตัว,"['วิทยาลัย', 'เกษตร', 'เทคโนโลยี']"
โดย,เป็น,['ภูมิภาค']
โดย,มี,"['ชื่อว่า', 'วิทยาลัย', 'เกษตรกรรม']"
โดย,เป็น,['วิทยาลัย']
โดย,ในสังกัด,"['กรมอาชีวศึกษา', 'เกษตรกรรม', 'ประเทศ', 'ไทย']"
ต่อมา จึง,จัดตั้ง,"['วิทยาลัย', 'ชุมชน']"
ต่อมา จึง,เป็น,['หน่วยงาน']
ต่อมา จึง,เปลี่ยน,['ชื่อ']
ต่อมา จึง,เป็น,"['วิทยาลัย', 'เกษตร', 'เทคโนโลยี']"
และ,เปิด,"['การสอน', 'ด้าน', 'เทคโนโลยี', 'บริหารธุรกิจ', 'ระดับ', 'ระดับ', 'ประกาศนียบัตร', 'วิชาชีพ', '  ', 'ประกาศนียบัตร', 'วิชาชีพ']"
และ,ชั้นสูง,"['ปริญญาตรี', 'สาย']"
และ,ปฏิบัติการ,"['มาตรฐาน', 'คุณวุฒิ', 'อาชีวศึกษา', 'แห่งชาติ', 'พ.ศ.', '๒๕๕๖']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,"['สถาบัน', 'การวิจัย', 'วิชาการ', 'ชั้นสูง', 'มิใช่', 'สถาบัน', 'อุดมศึกษา']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,มี,"['สถาบัน', 'อุดมศึกษา', 'ส่วน', 'งาน']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,จัด,"['การศึกษา', 'ทางวิชาการ', 'วิชาชีพ', 'ด้าน', 'วิทยาศาสตร์', 'เทคโนโลยี', 'สิ่งแวดล้อม', 'การแพทย์', 'การสาธารณสุข']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,มี,"['วัตถุประสงค์', 'การวิจัย']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,จัด,['การศึกษา']
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ผลิต,"['บุคลากร', 'ระดับสูง']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,สร้าง,['องค์ความรู้']
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,เป็น,"['ความเป็นเลิศ', 'ด้าน', 'วิทยาศาสตร์', 'เทคโนโลยี', 'สิ่งแวดล้อม', 'การแพทย์', 'การสาธารณสุข']"
ราชวิทยาลัยจุฬาภรณ์   ( อังกฤษ :   Chulabhorn   Royal   Academy )  ,ให้บริการ,"['ทางการแพทย์', 'การสาธารณสุข', 'ประชาชน', 'ความช่วยเหลือ', 'ผู้ยากไร้', 'ผู้ประสบภัย', 'พิบัติ']"
